id,months_on_book,status,dpd,payment_amount
2111,30,Paid,105,5408
2112,40,Default,36,6233
2113,27,Paid,106,8753
2114,49,Late,69,7152
2115,3,Paid,10,3332
2116,1,Paid,1,8859
2117,32,Late,93,8922
2118,39,Paid,82,7265
2119,21,Paid,22,9750
2120,2,Paid,46,9413
2121,10,Paid,61,7340
2122,31,Paid,75,4808
2123,18,Paid,38,11020
2124,7,Paid,5,7154
2125,5,Paid,106,14290
2126,29,Paid,35,11010
2127,4,Paid,61,6498
2128,46,Paid,59,14572
2129,56,Paid,109,13446
2130,3,Paid,105,2726
2131,13,Paid,78,13952
2132,3,Late,35,13138
2133,8,Paid,76,10433
2134,50,Paid,71,1548
2135,51,Paid,88,1267
2136,4,Paid,87,13510
2137,42,Paid,30,2698
2138,35,Late,39,13510
2139,12,Paid,59,9796
2140,24,Default,12,5422
2141,38,Late,92,4063
2142,19,Late,95,5507
2143,55,Paid,106,10194
2144,36,Paid,36,806
2145,35,Late,60,3168
2146,18,Late,17,13949
2147,40,Paid,89,13243
2148,56,Late,17,9130
2149,34,Paid,33,2925
2150,25,Default,53,3556
2151,7,Paid,30,5553
2152,11,Paid,78,10528
2153,38,Paid,36,8629
2154,19,Paid,83,8972
2155,35,Paid,91,1709
2156,45,Paid,67,6707
2157,20,Late,71,14475
2158,27,Paid,57,3301
2159,31,Paid,81,5414
2160,25,Late,95,3890
2161,56,Paid,52,5259
2162,2,Paid,86,11555
2163,29,Paid,61,12295
2164,37,Paid,78,9235
2165,31,Paid,107,6293
2166,47,Late,6,4560
2167,42,Paid,111,9767
2168,6,Paid,30,6898
2169,46,Late,95,6681
2170,21,Paid,39,8449
2171,33,Paid,77,11915
2172,9,Paid,82,11222
2173,10,Paid,49,5480
2174,22,Paid,103,11718
2175,31,Paid,79,2747
2176,53,Paid,8,763
2177,11,Late,64,1245
2178,54,Paid,24,5566
2179,19,Paid,7,12644
2180,41,Paid,38,6814
2181,12,Paid,31,998
2182,52,Late,7,8490
2183,38,Paid,12,9152
2184,16,Late,66,2958
2185,13,Paid,65,4431
2186,38,Paid,108,5174
2187,13,Paid,27,11769
2188,15,Paid,3,14389
2189,18,Paid,22,1667
2190,16,Paid,33,7084
2191,41,Paid,54,2609
2192,50,Default,70,14798
2193,42,Late,93,6364
2194,44,Late,57,9416
2195,5,Paid,72,14260
2196,27,Late,18,1669
2197,2,Paid,8,10990
2198,41,Paid,22,11876
2199,50,Paid,74,11331
2200,56,Paid,12,14233
2201,27,Paid,92,5253
2202,59,Paid,30,5377
2203,1,Paid,71,3044
2204,14,Late,109,6201
2205,35,Late,18,13566
2206,23,Late,4,3573
2207,43,Paid,111,13068
2208,22,Paid,90,4333
2209,27,Paid,38,950
2210,50,Paid,119,1773
2211,25,Paid,13,1968
2212,34,Late,21,2203
2213,54,Paid,21,8593
2214,49,Paid,4,1532
2215,27,Paid,61,13201
2216,35,Late,51,13277
2217,21,Paid,79,14216
2218,39,Paid,38,1353
2219,3,Paid,25,7968
2220,25,Late,116,14975
2221,47,Paid,79,5149
2222,4,Paid,55,4719
2223,57,Paid,11,1192
2224,15,Paid,79,8337
2225,3,Paid,48,1825
2226,11,Late,103,6990
2227,28,Paid,11,11477
2228,3,Paid,95,6594
2229,52,Late,4,9775
2230,18,Paid,99,4204
2231,46,Paid,91,3114
2232,53,Paid,117,3881
2233,9,Paid,118,7569
2234,15,Paid,50,2370
2235,40,Paid,107,2802
2236,8,Late,3,4653
2237,40,Late,102,7468
2238,56,Late,102,2654
2239,14,Late,92,5200
2240,38,Default,82,3522
2241,13,Paid,24,6439
2242,39,Paid,98,7974
2243,59,Paid,23,6224
2244,47,Paid,55,7169
2245,10,Paid,18,8075
2246,44,Paid,22,1433
2247,30,Paid,94,9973
2248,5,Late,82,11883
2249,22,Paid,95,11112
2250,35,Paid,76,4886
2251,5,Late,45,1231
2252,58,Paid,17,4251
2253,12,Paid,60,12453
2254,35,Paid,70,2701
2255,21,Paid,44,11091
2256,26,Late,87,1666
2257,1,Late,45,7006
2258,49,Late,16,7370
2259,10,Paid,14,11724
2260,38,Late,72,4328
2261,24,Paid,33,4079
2262,52,Paid,98,5005
2263,31,Default,7,14981
2264,45,Paid,49,14827
2265,47,Paid,118,11701
2266,23,Paid,10,1299
2267,21,Late,87,14552
2268,2,Paid,41,3922
2269,53,Late,93,7261
2270,31,Paid,84,8639
2271,2,Paid,42,7395
2272,30,Default,34,5938
2273,25,Paid,58,5456
2274,49,Late,11,10926
2275,19,Paid,72,886
2276,1,Paid,11,9456
2277,37,Paid,27,12599
2278,28,Paid,92,4483
2279,20,Paid,45,3890
2280,59,Late,108,3325
2281,48,Paid,39,5633
2282,54,Late,98,12520
2283,5,Paid,28,8870
2284,55,Paid,119,2136
2285,30,Paid,114,11846
2286,23,Paid,69,14750
2287,42,Paid,15,6756
2288,27,Paid,45,3665
2289,53,Paid,91,7898
2290,42,Late,64,10167
2291,1,Paid,28,2018
2292,9,Paid,51,9521
2293,50,Paid,39,10091
2294,7,Paid,5,14935
2295,51,Paid,26,2865
2296,26,Paid,36,11411
2297,54,Late,21,9482
2298,16,Paid,6,12230
2299,53,Late,0,6165
2300,6,Default,76,9406
2301,42,Paid,47,9994
2302,37,Paid,50,8161
2303,57,Paid,107,1958
2304,45,Paid,13,1629
2305,12,Paid,78,5275
2306,24,Late,11,11947
2307,17,Late,48,5482
2308,57,Paid,40,9915
2309,2,Paid,67,6012
2310,31,Paid,113,14187
2311,37,Late,107,2561
2312,54,Paid,106,4322
2313,42,Paid,84,10467
2314,29,Paid,1,5421
2315,1,Paid,118,3305
2316,44,Paid,115,12850
2317,14,Late,84,11995
2318,55,Late,61,4566
2319,40,Paid,56,2325
2320,49,Paid,13,14260
2321,11,Paid,43,6267
2322,58,Paid,65,8202
2323,32,Late,74,9107
2324,20,Paid,36,4377
2325,2,Paid,77,2927
2326,31,Paid,46,6878
2327,5,Paid,60,4449
2328,32,Paid,83,13656
2329,50,Paid,98,4494
2330,9,Paid,26,10952
2331,41,Paid,48,13744
2332,10,Paid,59,8359
2333,53,Paid,69,5776
2334,53,Late,70,4224
2335,36,Paid,44,2920
2336,49,Late,0,6872
2337,26,Paid,12,9112
2338,44,Paid,37,9120
2339,3,Paid,16,12913
2340,36,Late,101,12829
2341,23,Paid,99,9819
2342,30,Paid,37,4501
2343,39,Paid,0,5781
2344,59,Paid,0,2921
2345,23,Paid,82,14054
2346,23,Paid,117,10813
2347,43,Late,114,14786
2348,36,Late,29,3214
2349,25,Paid,76,579
2350,20,Paid,6,10397
2351,38,Paid,106,1293
2352,33,Late,19,11047
2353,33,Late,43,12430
2354,38,Late,72,14758
2355,1,Late,12,5936
2356,47,Paid,38,5013
2357,33,Paid,19,14940
2358,38,Late,88,5054
2359,24,Paid,4,10742
2360,9,Paid,111,986
2361,31,Paid,51,3212
2362,38,Paid,113,8332
2363,49,Paid,24,5300
2364,28,Paid,11,4549
2365,23,Paid,89,8924
2366,30,Paid,55,10008
2367,18,Paid,85,14189
2368,55,Late,0,7936
2369,58,Paid,71,6213
2370,26,Paid,99,12258
2371,52,Paid,48,14969
2372,33,Paid,66,11392
2373,59,Paid,21,10303
2374,57,Paid,113,1597
2375,16,Late,103,13934
2376,29,Late,84,14989
2377,16,Paid,84,7054
2378,33,Late,30,6153
2379,39,Paid,0,13396
2380,46,Paid,104,10334
2381,47,Paid,26,12867
2382,38,Paid,1,10420
2383,23,Paid,92,7653
2384,26,Paid,105,3102
2385,49,Default,109,10972
2386,17,Late,0,4254
2387,38,Default,41,14900
2388,45,Paid,7,9470
2389,24,Paid,34,7281
2390,43,Paid,108,12508
2391,19,Late,34,3401
2392,42,Late,6,7760
2393,27,Paid,22,3605
2394,2,Paid,22,2525
2395,52,Default,106,2102
2396,8,Paid,45,6866
2397,15,Paid,102,1260
2398,41,Late,18,4544
2399,13,Paid,78,5421
2400,27,Paid,71,3326
2401,22,Paid,96,13349
2402,55,Paid,98,3169
2403,47,Paid,103,7512
2404,47,Paid,12,12987
2405,1,Paid,49,4441
2406,5,Paid,30,10178
2407,29,Late,70,9705
2408,15,Paid,83,4625
2409,54,Paid,37,12715
2410,30,Paid,56,4592
2411,58,Paid,7,5714
2412,46,Paid,99,9052
2413,6,Paid,118,4536
2414,6,Paid,13,902
2415,23,Paid,93,10276
2416,52,Late,50,9941
2417,5,Paid,8,13376
2418,22,Paid,12,8804
2419,41,Paid,75,6893
2420,20,Paid,65,4529
2421,20,Paid,37,6064
2422,39,Paid,20,4492
2423,30,Paid,28,5057
2424,48,Paid,83,3089
2425,17,Paid,49,4666
2426,59,Paid,63,1773
2427,23,Paid,8,1717
2428,40,Paid,14,1814
2429,50,Paid,52,11678
2430,52,Late,96,13222
2431,13,Paid,52,6177
2432,46,Paid,70,10929
2433,36,Paid,2,10479
2434,42,Paid,86,6065
2435,10,Paid,21,5651
2436,38,Paid,38,900
2437,39,Paid,76,6118
2438,39,Paid,8,4518
2439,4,Paid,33,11407
2440,19,Paid,11,9288
2441,52,Paid,33,9510
2442,41,Late,44,14829
2443,58,Paid,96,13830
2444,28,Paid,49,5972
2445,27,Paid,98,5804
2446,23,Paid,27,5107
2447,19,Paid,38,5844
2448,16,Paid,2,1482
2449,35,Late,46,7290
2450,5,Paid,11,7035
2451,24,Paid,42,12433
2452,5,Paid,76,14562
2453,29,Default,119,1069
2454,6,Paid,66,8419
2455,41,Paid,17,3145
2456,41,Paid,110,5646
2457,54,Paid,89,13339
2458,44,Paid,9,7901
2459,48,Paid,115,11095
2460,48,Paid,3,2656
2461,37,Paid,100,3991
2462,29,Paid,11,6662
2463,56,Paid,52,4720
2464,33,Paid,50,8107
2465,27,Default,15,4153
2466,35,Paid,16,6979
2467,38,Paid,103,5131
2468,40,Paid,94,5361
2469,48,Paid,25,5771
2470,6,Late,1,12945
2471,46,Paid,28,8346
2472,10,Paid,93,9376
2473,54,Paid,111,9302
2474,36,Late,46,12520
2475,44,Late,10,9957
2476,7,Paid,100,13988
2477,7,Paid,33,1686
2478,29,Late,117,2695
2479,16,Late,70,10007
2480,1,Paid,102,4542
2481,48,Paid,28,4230
2482,35,Paid,96,7323
2483,47,Paid,48,12896
2484,57,Paid,119,844
2485,29,Default,90,1893
2486,38,Paid,15,521
2487,13,Default,80,9908
2488,52,Late,74,8647
2489,40,Late,13,7660
2490,12,Paid,12,2290
2491,23,Paid,34,8676
2492,46,Paid,89,5334
2493,16,Paid,51,10890
2494,58,Paid,24,10379
2495,14,Default,103,3866
2496,16,Late,107,2634
2497,6,Paid,106,13849
2498,36,Paid,58,13426
2499,52,Late,75,3746
2500,24,Paid,110,13178
2501,51,Default,116,13914
2502,27,Paid,67,12191
2503,25,Late,41,1212
2504,40,Late,47,13008
2505,36,Paid,104,13980
2506,29,Paid,112,7262
2507,31,Paid,90,12189
2508,3,Paid,117,8130
2509,13,Paid,44,6179
2510,4,Late,71,13165
2511,11,Paid,118,12347
2512,48,Paid,71,7648
2513,15,Paid,28,6108
2514,2,Late,2,6625
2515,15,Late,20,9097
2516,6,Paid,30,14002
2517,47,Late,12,14791
2518,13,Paid,94,8108
2519,35,Paid,80,7493
2520,51,Default,47,12971
2521,44,Paid,95,8085
2522,44,Late,23,4106
2523,49,Paid,1,13839
2524,56,Default,105,3581
2525,40,Paid,2,4391
2526,57,Late,25,12894
2527,13,Paid,1,4907
2528,59,Paid,32,8586
2529,12,Default,33,8829
2530,16,Paid,89,12212
2531,53,Late,97,7696
2532,43,Paid,37,12193
2533,52,Default,77,1564
2534,41,Paid,94,11448
2535,51,Late,19,6431
2536,20,Paid,9,5648
2537,40,Paid,83,3175
2538,13,Paid,32,4645
2539,34,Paid,44,5092
2540,19,Late,111,9735
2541,45,Paid,59,5298
2542,27,Default,65,4603
2543,29,Paid,109,2252
2544,19,Late,60,13492
2545,43,Paid,50,1623
2546,56,Paid,11,1823
2547,27,Paid,79,5379
2548,2,Default,8,1592
2549,40,Paid,10,13221
2550,39,Paid,20,14821
2551,1,Paid,75,10854
2552,14,Paid,67,3952
2553,8,Late,25,7296
2554,27,Late,62,13492
2555,33,Paid,18,6459
2556,31,Late,105,2932
2557,30,Paid,110,7175
2558,25,Default,16,12378
2559,49,Paid,43,11622
2560,53,Paid,60,9356
2561,56,Paid,0,13072
2562,36,Paid,111,12470
2563,38,Paid,71,13288
2564,1,Paid,57,13061
2565,31,Paid,93,1896
2566,35,Paid,114,11205
2567,21,Paid,40,8523
2568,34,Paid,23,1964
2569,17,Late,42,8616
2570,9,Default,80,5711
2571,29,Paid,117,7217
2572,8,Paid,93,8231
2573,19,Paid,104,14989
2574,47,Paid,115,8378
2575,6,Late,106,4333
2576,24,Paid,8,6910
2577,6,Late,65,1032
2578,40,Paid,89,4792
2579,3,Paid,31,12946
2580,31,Paid,90,8224
2581,31,Paid,40,3680
2582,12,Paid,10,11955
2583,52,Paid,64,4366
2584,8,Paid,115,4245
2585,43,Late,100,3109
2586,26,Paid,17,7905
2587,59,Paid,117,13170
2588,26,Paid,7,4280
2589,15,Paid,26,11149
2590,13,Paid,81,13859
2591,56,Paid,8,8103
2592,22,Late,1,6514
2593,58,Paid,80,5590
2594,13,Paid,74,13127
2595,46,Paid,45,7745
2596,54,Paid,69,3704
2597,9,Paid,4,895
2598,24,Paid,11,1024
2599,3,Late,43,4942
2600,23,Default,41,14339
2601,12,Paid,98,12198
2602,41,Paid,114,14761
2603,44,Paid,87,1335
2604,58,Paid,29,3461
2605,11,Paid,51,13536
2606,19,Paid,80,14470
2607,59,Paid,46,10308
2608,9,Paid,35,4794
2609,37,Paid,69,13704
2610,10,Paid,31,6881
2611,9,Late,97,12968
2612,33,Paid,43,2177
2613,13,Paid,15,12406
2614,20,Paid,70,14163
2615,44,Paid,95,6140
2616,11,Paid,16,14078
2617,41,Late,31,10122
2618,29,Paid,13,2193
2619,47,Late,25,13730
2620,13,Paid,72,13930
2621,44,Paid,12,760
2622,14,Paid,113,14353
2623,9,Paid,88,7398
2624,54,Paid,11,7373
2625,42,Default,44,6967
2626,38,Late,15,9294
2627,19,Paid,112,11664
2628,42,Paid,93,8864
2629,47,Paid,51,857
2630,53,Paid,20,11497
2631,8,Late,23,6638
2632,18,Paid,42,4218
2633,34,Paid,4,13443
2634,36,Paid,110,3148
2635,9,Paid,32,5579
2636,16,Paid,112,1180
2637,5,Paid,30,8624
2638,51,Paid,113,9907
2639,15,Paid,8,3238
2640,24,Paid,112,5128
2641,47,Paid,34,5726
2642,44,Paid,7,7085
2643,48,Paid,74,6723
2644,43,Paid,16,9436
2645,39,Late,79,9634
2646,25,Paid,19,14462
2647,16,Paid,90,1211
2648,42,Late,119,7254
2649,22,Paid,77,3425
2650,50,Paid,21,10361
2651,16,Late,53,9944
2652,33,Late,112,14014
2653,5,Paid,70,8335
2654,55,Paid,74,6301
2655,7,Paid,80,8103
2656,18,Paid,76,14590
2657,6,Paid,114,7353
2658,49,Paid,80,8603
2659,12,Paid,74,9387
2660,44,Paid,119,8897
2661,33,Paid,67,10326
2662,34,Late,79,9593
2663,21,Late,30,5363
2664,58,Paid,84,11812
2665,58,Default,96,2708
2666,18,Paid,12,5758
2667,14,Paid,112,2446
2668,42,Paid,28,1425
2669,30,Late,78,13292
2670,46,Paid,9,1185
2671,3,Paid,32,12045
2672,57,Paid,14,1167
2673,53,Paid,106,2908
2674,13,Paid,76,1171
2675,51,Paid,34,11965
2676,37,Paid,53,1535
2677,19,Paid,20,6888
2678,59,Paid,29,8943
2679,37,Default,111,874
2680,13,Paid,45,12773
2681,15,Paid,106,3550
2682,26,Paid,41,9801
2683,6,Paid,108,2179
2684,27,Paid,70,2290
2685,12,Late,48,10693
2686,48,Default,23,1082
2687,25,Paid,79,5287
2688,50,Paid,68,4695
2689,47,Paid,5,1397
2690,16,Paid,1,8380
2691,46,Paid,2,9951
2692,16,Paid,52,3409
2693,3,Paid,9,9871
2694,54,Paid,23,2737
2695,34,Paid,111,10384
2696,24,Paid,32,7410
2697,42,Late,83,11241
2698,46,Paid,116,877
2699,23,Paid,21,11727
2700,30,Paid,60,12636
2701,49,Late,95,9228
2702,21,Paid,93,7504
2703,53,Late,66,5066
2704,17,Paid,3,11756
2705,54,Late,50,5309
2706,18,Paid,3,5660
2707,3,Paid,38,14456
2708,53,Paid,30,9450
2709,47,Paid,56,3176
2710,12,Default,72,980
2711,16,Paid,29,10979
2712,38,Paid,116,1969
2713,14,Paid,92,11882
2714,27,Paid,117,8303
2715,18,Paid,88,9052
2716,20,Paid,115,10360
2717,35,Paid,38,4663
2718,17,Paid,98,9112
2719,20,Paid,24,625
2720,6,Paid,57,7991
2721,26,Paid,100,3276
2722,7,Paid,35,13843
2723,38,Paid,10,5377
2724,12,Late,89,5070
2725,17,Paid,105,3762
2726,21,Paid,45,13935
2727,53,Late,88,3003
2728,6,Default,20,11025
2729,47,Paid,112,979
2730,37,Paid,1,8936
2731,25,Paid,73,5278
2732,54,Paid,38,10920
2733,15,Late,98,8138
2734,11,Late,32,7823
2735,9,Paid,104,8257
2736,4,Paid,30,9917
2737,3,Paid,3,12730
2738,13,Paid,66,3558
2739,32,Late,68,13988
2740,6,Paid,80,9195
2741,1,Default,112,14446
2742,42,Paid,12,9805
2743,5,Paid,64,11159
2744,2,Paid,44,2279
2745,22,Paid,38,1138
2746,32,Late,107,2830
2747,51,Paid,86,940
2748,48,Late,104,2191
2749,41,Default,116,12897
2750,50,Default,113,5098
2751,49,Late,88,2335
2752,7,Late,115,11166
2753,21,Paid,52,13354
2754,17,Paid,30,1518
2755,53,Paid,12,1611
2756,20,Paid,0,14772
2757,1,Paid,97,12892
2758,32,Paid,28,5518
2759,40,Paid,60,12404
2760,32,Paid,94,5117
2761,20,Paid,71,5489
2762,10,Paid,1,4126
2763,55,Paid,11,14904
2764,6,Paid,55,7036
2765,41,Paid,96,6454
2766,33,Paid,93,1013
2767,10,Paid,40,3626
2768,25,Paid,26,13328
2769,24,Paid,88,11000
2770,31,Paid,37,10091
2771,29,Paid,113,2485
2772,12,Paid,96,9242
2773,43,Paid,101,1674
2774,37,Paid,51,1234
2775,51,Paid,79,10991
2776,42,Paid,119,7141
2777,50,Paid,31,14595
2778,9,Paid,87,6025
2779,29,Paid,1,6350
2780,3,Paid,65,9616
2781,4,Paid,19,11704
2782,54,Paid,56,3303
2783,21,Late,61,9855
2784,6,Paid,90,14848
2785,2,Paid,85,9325
2786,37,Paid,102,13937
2787,20,Paid,47,13691
2788,45,Late,82,4747
2789,33,Paid,6,2328
2790,14,Paid,66,9367
2791,20,Paid,49,5634
2792,43,Paid,33,1838
2793,2,Late,104,10465
2794,47,Paid,86,10488
2795,7,Paid,68,1999
2796,55,Paid,106,7767
2797,37,Paid,66,2949
2798,12,Paid,87,10441
2799,49,Late,90,3192
2800,16,Late,33,14665
2801,17,Late,114,6537
2802,31,Paid,42,584
2803,59,Paid,20,4193
2804,7,Paid,11,2762
2805,26,Paid,31,1715
2806,1,Late,46,2191
2807,2,Paid,112,14031
2808,31,Paid,85,12356
2809,20,Paid,97,4934
2810,37,Paid,86,10752
2811,59,Paid,54,13280
2812,33,Paid,64,5152
2813,13,Late,67,3349
2814,1,Paid,16,8418
2815,51,Late,25,4265
2816,33,Paid,94,13922
2817,3,Paid,102,7555
2818,37,Paid,100,11806
2819,19,Paid,103,12208
2820,44,Default,32,6737
2821,58,Late,63,11638
2822,40,Default,91,2894
2823,32,Paid,9,14963
2824,5,Paid,99,3975
2825,47,Paid,45,4713
2826,43,Paid,72,10994
2827,47,Paid,89,8339
2828,37,Paid,112,9096
2829,6,Paid,109,4641
2830,36,Paid,50,3048
2831,37,Paid,33,6584
2832,13,Paid,13,13284
2833,54,Paid,40,10603
2834,12,Paid,89,12909
2835,6,Paid,100,9589
2836,30,Paid,94,7113
2837,37,Paid,110,13498
2838,28,Paid,37,8029
2839,10,Late,47,3773
2840,28,Paid,42,7591
2841,6,Late,27,4571
2842,9,Paid,119,1524
2843,24,Paid,40,1091
2844,52,Paid,107,14479
2845,18,Late,103,4451
2846,4,Paid,55,5296
2847,45,Paid,80,12103
2848,54,Default,75,6029
2849,58,Paid,90,13809
2850,23,Paid,64,2524
2851,27,Default,103,3698
2852,4,Paid,59,14929
2853,13,Paid,96,10866
2854,11,Paid,12,11893
2855,11,Late,68,3261
2856,19,Late,51,11854
2857,33,Paid,100,10091
2858,14,Paid,103,520
2859,13,Paid,42,3626
2860,7,Paid,91,1411
2861,33,Paid,87,9752
2862,32,Paid,83,4512
2863,45,Paid,39,13897
2864,56,Paid,41,10010
2865,37,Paid,36,9372
2866,8,Late,83,6921
2867,46,Paid,22,13348
2868,34,Paid,66,12740
2869,19,Late,68,9348
2870,36,Paid,78,5005
2871,34,Paid,109,3672
2872,36,Paid,116,3353
2873,6,Late,68,1945
2874,59,Paid,97,4380
2875,55,Late,102,13424
2876,54,Paid,57,1629
2877,55,Paid,102,9444
2878,50,Paid,119,2358
2879,1,Paid,45,6247
2880,45,Paid,86,2108
2881,30,Late,46,12084
2882,15,Paid,16,3499
2883,9,Paid,8,1926
2884,55,Paid,67,8705
2885,29,Late,93,5083
2886,59,Late,111,4709
2887,2,Paid,77,10479
2888,30,Late,29,11993
2889,46,Paid,94,13877
2890,55,Paid,60,6074
2891,4,Late,64,12441
2892,19,Late,57,11294
2893,20,Paid,26,7914
2894,5,Paid,65,5484
2895,9,Paid,44,1265
2896,20,Paid,39,7887
2897,57,Paid,60,9085
2898,52,Paid,119,3916
2899,49,Paid,40,13424
2900,59,Paid,73,4105
2901,59,Paid,87,14910
2902,16,Paid,83,14387
2903,59,Paid,41,4699
2904,49,Paid,61,3053
2905,20,Default,118,2080
2906,20,Paid,79,5081
2907,26,Late,104,2237
2908,39,Paid,37,13061
2909,33,Paid,59,3058
2910,12,Late,117,9698
2911,21,Paid,107,5688
2912,58,Paid,48,510
2913,56,Paid,105,8078
2914,56,Paid,106,5390
2915,23,Late,104,5039
2916,20,Paid,17,2967
2917,23,Paid,98,4524
2918,49,Late,93,14434
2919,47,Paid,100,6031
2920,6,Paid,4,14133
2921,45,Paid,100,10234
2922,55,Paid,10,4691
2923,12,Late,3,6585
2924,35,Late,100,7170
2925,8,Paid,60,6986
2926,56,Paid,114,2123
2927,56,Paid,74,3873
2928,27,Paid,11,3683
2929,16,Paid,48,6607
2930,47,Paid,110,5131
2931,53,Late,27,553
2932,32,Paid,118,3240
2933,29,Paid,89,10283
2934,7,Paid,33,6921
2935,16,Late,55,9949
2936,53,Paid,64,4331
2937,29,Paid,5,8889
2938,56,Late,32,14242
2939,25,Paid,46,13047
2940,43,Paid,23,6805
2941,36,Paid,33,4774
2942,48,Paid,71,10970
2943,4,Paid,15,10510
2944,27,Paid,79,7646
2945,23,Paid,15,3298
2946,23,Late,115,14723
2947,30,Paid,114,5164
2948,43,Paid,97,5048
2949,24,Paid,83,12846
2950,48,Paid,13,12060
2951,16,Paid,58,1684
2952,7,Late,61,9376
2953,23,Paid,89,9558
2954,38,Paid,65,12856
2955,31,Paid,18,3978
2956,54,Paid,60,9889
2957,42,Late,65,4466
2958,19,Paid,113,10003
2959,52,Paid,25,10279
2960,47,Paid,88,9576
2961,58,Paid,48,3604
2962,4,Paid,18,5048
2963,57,Paid,109,11692
2964,6,Paid,48,11926
2965,58,Paid,111,10461
2966,19,Paid,114,6569
2967,27,Late,80,13020
2968,52,Paid,29,8802
2969,29,Paid,75,11225
2970,54,Late,56,1225
2971,12,Paid,84,6713
2972,38,Paid,35,9194
2973,13,Paid,39,3547
2974,28,Default,27,13867
2975,5,Late,96,4343
2976,46,Late,45,11061
2977,46,Late,72,6524
2978,17,Paid,81,10065
2979,27,Late,87,2520
2980,26,Paid,31,1158
2981,54,Paid,86,14386
2982,4,Paid,57,8102
2983,8,Paid,75,14140
2984,26,Paid,97,3704
2985,33,Paid,25,7043
2986,12,Paid,69,10189
2987,13,Paid,68,2426
2988,21,Late,86,6133
2989,52,Paid,49,11585
2990,37,Paid,109,3730
2991,25,Paid,78,9108
2992,39,Paid,31,12315
2993,3,Late,57,3556
2994,19,Late,63,3698
2995,7,Late,76,7342
2996,17,Paid,104,6354
2997,13,Default,27,6470
2998,24,Late,114,889
2999,51,Late,96,7073
3000,45,Paid,71,3355
3001,8,Default,79,7410
3002,8,Paid,118,3742
3003,45,Late,38,9569
3004,2,Paid,95,3517
3005,30,Paid,79,12260
3006,3,Late,44,9215
3007,45,Late,12,14157
3008,26,Paid,19,3319
3009,17,Paid,57,1638
3010,38,Paid,18,11566
3011,3,Paid,74,8740
3012,57,Paid,90,2296
3013,33,Paid,79,880
3014,30,Paid,8,13195
3015,15,Paid,76,2401
3016,8,Paid,18,4442
3017,30,Paid,93,2454
3018,23,Paid,54,6776
3019,12,Paid,118,8440
3020,39,Paid,105,9915
3021,59,Paid,38,5865
3022,48,Paid,16,7126
3023,8,Paid,61,4138
3024,9,Paid,93,2740
3025,8,Paid,92,13306
3026,38,Default,59,8706
3027,33,Late,41,1089
3028,48,Paid,1,7583
3029,33,Paid,49,4752
3030,45,Paid,111,10341
3031,11,Paid,66,8181
3032,23,Paid,19,3245
3033,43,Default,0,10042
3034,51,Paid,4,6397
3035,51,Paid,96,11719
3036,43,Paid,38,14284
3037,25,Paid,86,810
3038,15,Paid,17,14413
3039,10,Paid,67,12189
3040,20,Paid,104,8121
3041,16,Default,96,11191
3042,35,Paid,89,14779
3043,34,Paid,21,2048
3044,21,Late,29,12952
3045,57,Paid,89,1659
3046,46,Paid,0,14672
3047,47,Paid,69,10318
3048,56,Paid,80,10876
3049,40,Paid,94,11713
3050,1,Paid,111,11376
3051,25,Late,50,4015
3052,56,Paid,67,2238
3053,46,Late,73,8908
3054,59,Late,60,11850
3055,14,Default,47,9597
3056,19,Paid,52,12730
3057,8,Paid,102,9536
3058,41,Default,33,3465
3059,15,Late,85,9691
3060,44,Paid,115,11236
3061,18,Paid,85,9387
3062,1,Paid,6,9889
3063,47,Paid,38,1925
3064,33,Paid,36,5180
3065,1,Late,62,2377
3066,53,Paid,54,14952
3067,34,Paid,14,14126
3068,4,Paid,82,9008
3069,17,Paid,73,3043
3070,2,Paid,100,10151
3071,39,Paid,100,14642
3072,57,Late,61,5555
3073,54,Paid,113,14849
3074,10,Late,67,2879
3075,42,Paid,109,2779
3076,45,Paid,49,7940
3077,37,Paid,40,4100
3078,26,Paid,60,1830
3079,27,Late,24,939
3080,39,Late,27,7563
3081,25,Paid,112,4416
3082,29,Paid,107,3172
3083,46,Paid,81,2583
3084,18,Late,111,10033
3085,22,Paid,119,3589
3086,51,Paid,34,2257
3087,26,Paid,82,10607
3088,26,Paid,105,11306
3089,52,Paid,117,12125
3090,21,Paid,52,4974
3091,21,Late,83,3997
3092,42,Paid,38,8691
3093,8,Paid,96,10200
3094,53,Paid,58,13620
3095,2,Paid,64,4353
3096,46,Paid,110,4861
3097,34,Paid,0,3439
3098,12,Paid,119,12536
3099,49,Paid,104,1417
3100,18,Paid,109,6992
3101,17,Paid,44,7910
3102,15,Paid,18,12243
3103,3,Paid,47,6126
3104,21,Late,48,14162
3105,19,Paid,72,8856
3106,59,Paid,13,2708
3107,55,Default,66,7889
3108,58,Paid,29,7770
3109,32,Late,104,4180
3110,11,Paid,115,14845
3111,18,Paid,64,6067
3112,53,Paid,68,12973
3113,29,Paid,86,7346
3114,3,Default,5,9878
3115,50,Paid,83,14702
3116,4,Paid,45,8228
3117,28,Late,41,10220
3118,9,Paid,71,14991
3119,57,Late,60,11818
3120,38,Paid,30,11229
3121,7,Paid,78,8828
3122,1,Paid,25,5596
3123,35,Late,57,3518
3124,47,Late,32,9376
3125,34,Paid,111,2958
3126,9,Paid,51,3475
3127,26,Paid,102,10140
3128,8,Late,31,6765
