id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
1926,3,0,444458,42349,79
1927,7,2,334347,337142,59
1928,2,2,361267,46124,0
1929,6,2,472162,69557,45
1930,5,0,177923,1456,33
1931,0,1,468178,173377,89
1932,4,1,495946,307655,53
1933,3,1,102563,364775,58
1934,5,1,436242,219910,40
1935,8,1,246154,63213,50
1936,3,1,437631,301178,4
1937,1,3,346347,125430,87
1938,7,3,225930,316169,9
1939,0,2,130208,325543,37
1940,5,1,38611,293178,34
1941,3,3,17299,163992,65
1942,5,0,162616,137273,18
1943,2,0,237887,21141,37
1944,8,1,372156,10266,52
1945,2,0,385669,275376,49
1946,2,3,202727,131563,77
1947,4,0,328815,350009,33
1948,6,1,129681,194003,3
1949,5,2,440311,356286,60
1950,6,2,240410,256784,88
1951,8,3,477110,79820,69
1952,2,3,434749,369063,8
1953,4,3,356978,285928,51
1954,4,3,339077,163776,81
1955,2,1,149902,226190,30
1956,9,2,146143,120104,85
1957,8,2,166190,228088,67
1958,8,1,93351,339242,32
1959,5,0,193182,254184,58
1960,4,2,116921,262015,34
1961,3,1,23322,295860,12
1962,3,0,150781,349025,78
1963,4,3,193610,85159,60
1964,1,2,384928,42875,47
1965,7,1,133920,55395,37
1966,6,2,235405,374963,64
1967,6,2,268648,223544,53
1968,0,1,300776,38799,30
1969,7,3,351254,207295,48
1970,0,0,113714,189061,80
1971,8,1,87409,343422,21
1972,5,0,429031,150014,28
1973,7,1,405343,366687,64
1974,0,1,354378,186399,47
1975,5,2,359563,111382,65
1976,0,0,59507,54761,24
1977,2,0,121730,333137,20
1978,1,0,211341,185023,25
1979,1,2,102338,345096,0
1980,3,1,354944,277472,31
1981,6,2,492475,19168,72
1982,2,1,206490,77524,45
1983,6,1,259073,13907,4
1984,8,1,461217,271606,39
1985,3,1,142007,111367,16
1986,6,3,106592,253577,52
1987,0,1,282174,107939,82
1988,1,2,429024,176573,28
1989,7,0,126801,244470,75
1990,2,1,160685,314814,7
1991,4,2,492507,9734,42
1992,7,2,244492,109801,14
1993,4,2,187185,29940,33
1994,0,2,413683,35793,89
1995,1,2,223097,386375,34
1996,9,1,250410,263512,32
1997,2,0,36428,15735,20
1998,9,1,336516,374518,18
1999,1,1,222826,367616,0
2000,8,0,382858,251187,50
2001,4,3,486064,11344,32
2002,0,1,423463,198387,25
2003,7,0,196779,360124,41
2004,2,1,484261,272819,53
2005,8,0,398843,303578,44
2006,8,3,463608,216477,26
2007,5,2,246659,143704,50
2008,3,0,436270,384119,27
2009,8,1,230372,315045,83
2010,8,1,474209,136241,7
2011,1,3,463348,92127,89
2012,9,3,155616,318321,30
2013,5,0,395331,127451,4
2014,3,2,156223,30633,10
2015,2,1,305753,57410,84
2016,9,2,358141,10267,71
2017,5,3,329281,14085,25
2018,7,3,339105,307784,59
2019,8,0,55126,75767,45
2020,8,3,161036,126065,11
2021,1,0,21055,292004,12
2022,7,0,91944,313311,73
2023,7,2,36592,191085,7
2024,4,2,310288,58296,41
2025,3,0,394407,320084,64
2026,8,0,75988,392296,8
2027,3,0,435698,187481,3
2028,9,3,292131,268350,54
2029,3,2,292126,3273,84
2030,2,3,345567,115338,70
2031,9,2,187248,187491,54
2032,2,3,14340,193344,56
2033,2,2,265062,343144,56
2034,6,0,131148,185613,38
2035,4,2,155125,52663,27
2036,8,3,303490,346640,25
2037,1,1,60101,188531,72
2038,3,2,434103,22951,69
2039,1,3,456905,194673,21
2040,7,2,172101,316034,72
2041,3,3,143862,17887,44
2042,0,1,86919,328401,14
2043,9,2,195173,126382,64
2044,2,0,280952,10772,17
2045,6,3,289740,94949,10
2046,2,3,114239,38655,3
2047,4,1,127185,208160,33
2048,1,0,322934,381760,47
2049,7,1,116475,173324,82
2050,3,2,211499,125674,47
2051,0,1,199851,297515,75
2052,3,3,135999,161120,39
2053,7,2,102276,14184,58
2054,8,2,252302,125509,47
2055,0,0,36452,292534,40
2056,5,3,460071,75020,21
2057,3,1,259848,296025,63
2058,7,1,291265,275372,75
2059,0,2,405885,331836,48
2060,4,0,90267,380651,54
2061,0,0,13609,132705,14
2062,3,3,67002,316932,3
2063,1,3,207147,11083,7
2064,9,3,125729,139850,59
2065,8,2,48734,205383,89
2066,1,3,202792,331483,2
2067,3,0,121736,172146,6
2068,2,3,10186,10713,78
2069,0,0,65977,371976,83
2070,0,3,324010,383388,16
2071,1,3,128042,127584,9
2072,7,2,169154,6648,79
2073,1,0,99540,325791,25
2074,0,2,451048,242686,21
2075,5,0,193940,190958,14
2076,0,3,241821,164149,57
2077,9,2,248767,307088,59
2078,8,3,245004,168403,75
2079,5,3,21976,346652,38
2080,9,1,44850,64207,2
2081,5,0,481873,32181,59
2082,0,0,57474,318025,52
2083,6,0,233278,176955,23
2084,2,0,38498,191672,54
2085,0,0,312726,156721,1
2086,8,2,270836,254444,67
2087,7,0,135345,150344,22
2088,3,2,426256,284299,58
2089,2,1,467971,290579,56
2090,1,1,204750,51541,86
2091,1,2,265489,300129,71
2092,2,1,198215,5746,41
2093,0,2,221488,195708,11
2094,9,0,325396,374123,72
2095,6,2,7959,88384,74
2096,1,1,460649,159184,0
2097,5,2,111823,300810,53
2098,5,1,69571,187402,42
2099,3,3,199078,47246,61
2100,3,2,273854,335624,14
2101,0,3,272227,239668,6
2102,5,1,13646,230187,27
2103,7,0,421417,221587,5
2104,9,2,95848,72399,19
2105,3,0,342027,339226,87
2106,0,0,187198,263437,41
2107,3,0,31457,305681,37
2108,1,1,291431,267412,61
2109,3,1,387182,335877,75
2110,7,3,43761,21442,2
2111,2,3,404930,399498,27
2112,4,3,382640,335875,11
2113,9,0,344905,121232,79
2114,1,3,497761,110929,43
2115,8,2,175926,290964,14
2116,2,1,65698,304407,54
2117,0,3,459222,224030,84
2118,6,1,287260,3951,81
2119,4,0,310519,153217,47
2120,8,1,328674,57170,5
2121,2,2,277097,121444,63
2122,0,1,235768,102234,80
2123,6,1,187410,265860,86
2124,7,2,286942,7966,34
2125,1,2,490489,88745,81
2126,1,3,359325,354605,10
2127,8,1,206750,4375,22
2128,3,3,243656,97006,56
2129,0,3,422338,166450,80
2130,8,2,296275,99426,69
2131,8,1,418272,252138,87
2132,5,2,268877,352668,36
2133,5,0,472057,49732,62
2134,8,1,154360,212060,79
2135,1,0,162168,61295,28
2136,8,1,293225,42127,41
2137,3,3,400803,26104,27
2138,3,2,210720,353637,15
2139,8,0,229977,282317,66
2140,6,1,454774,186707,87
2141,9,3,85128,376818,17
2142,4,2,86823,185201,47
2143,7,2,383140,143721,16
2144,0,0,454939,83164,73
2145,6,3,309173,248708,24
2146,3,1,232148,357421,47
2147,1,0,127552,359194,86
2148,1,1,271891,228056,49
2149,8,3,337231,67888,18
2150,5,2,208430,391527,73
2151,3,2,132367,215721,74
2152,1,2,462169,369451,40
2153,6,1,221276,145184,4
2154,8,1,337187,185488,5
2155,1,2,129062,350415,2
2156,3,1,251670,264261,44
2157,0,1,301891,246632,74
2158,0,2,327528,34226,60
2159,2,2,322029,132590,47
2160,0,1,401758,371257,23
2161,3,1,477911,136303,47
2162,5,3,52575,27461,25
2163,4,0,244508,388662,48
2164,8,1,139253,110065,89
2165,1,3,190095,59477,87
2166,1,3,143025,345826,54
2167,2,0,95554,271529,3
2168,3,3,19800,332369,48
2169,8,3,497878,241498,73
2170,5,1,40661,229046,43
2171,8,0,415515,305051,28
2172,4,0,52711,51401,25
2173,8,3,41412,77098,82
2174,8,3,414226,22763,84
2175,0,2,167533,20032,82
2176,8,1,38311,271264,60
2177,6,3,411403,379948,39
2178,7,2,380708,369587,18
2179,2,2,284172,48030,81
2180,0,1,116850,127871,13
2181,3,2,85715,346938,34
2182,0,3,31346,399718,81
2183,0,2,397945,394099,18
2184,3,2,311982,101836,88
2185,7,3,205440,254110,78
2186,0,2,291742,170518,2
2187,9,0,69224,191234,86
2188,9,1,431127,178809,49
2189,8,3,392377,137152,11
2190,5,1,310643,258842,53
2191,4,3,330002,262974,64
2192,8,2,58831,257443,9
2193,8,1,467048,249760,26
2194,8,3,71607,234080,75
2195,2,0,48553,321066,67
2196,7,3,77084,55785,20
2197,9,2,224901,314325,19
2198,3,2,281030,194636,16
2199,3,2,428013,221125,45
2200,6,0,137624,189556,33
2201,7,1,337016,182415,77
2202,3,0,213161,180589,9
2203,9,1,325767,30195,19
2204,5,3,498490,48590,63
2205,0,0,146672,111122,61
2206,1,0,207818,390191,78
2207,4,3,162975,102891,38
2208,3,2,231709,163980,61
2209,2,2,206481,312971,78
2210,5,3,137100,314375,82
2211,9,2,462246,125043,89
2212,5,3,418677,203641,11
2213,9,0,18578,164772,23
2214,7,0,273022,155094,52
2215,1,1,486327,161423,32
2216,6,0,335061,115026,68
2217,6,1,166773,18325,72
2218,1,2,129547,325158,77
2219,5,3,381967,391876,45
2220,4,2,75150,259287,88
2221,1,3,160106,67870,6
2222,8,3,265214,128783,42
2223,7,0,24743,335176,6
2224,6,1,62685,156888,60
2225,5,1,483485,193294,31
2226,4,2,311669,176313,84
2227,8,0,231282,204283,58
2228,4,1,107105,146365,78
2229,5,1,126458,233543,29
2230,2,1,68651,188220,3
2231,8,2,177316,255245,33
2232,7,0,358219,83905,8
2233,8,1,340070,131390,59
2234,0,0,162269,142665,75
2235,0,1,301636,136243,23
2236,1,2,472320,74482,54
2237,3,0,463804,275083,28
2238,9,1,414927,387278,53
2239,4,2,81116,381900,50
2240,6,2,494998,229202,21
2241,3,2,464390,244389,19
2242,0,1,102967,55651,36
2243,7,2,143357,134161,50
2244,2,3,311357,306384,72
2245,8,2,158155,65325,85
2246,1,3,29041,33268,49
2247,0,2,157057,127499,79
2248,9,2,233676,144434,65
2249,7,2,485099,385650,61
2250,2,1,99911,34403,43
2251,0,0,233545,255845,22
2252,2,1,396345,184599,10
2253,7,1,288591,239841,53
2254,3,1,95670,150907,54
2255,9,0,303947,98948,60
2256,6,0,79636,256506,51
2257,7,2,421397,149092,21
2258,6,0,321827,286061,2
2259,0,1,125411,317215,75
2260,3,3,458644,147640,64
2261,9,2,431260,149945,57
2262,8,3,309165,275294,42
2263,6,3,323259,364259,89
2264,0,3,88737,53625,60
2265,7,0,476000,8914,52
2266,3,1,43677,380177,32
2267,6,2,218426,101923,24
2268,5,2,365179,358631,49
2269,6,2,120955,349215,46
2270,9,3,145103,115946,57
2271,9,1,143788,62934,65
2272,0,2,306799,90553,78
2273,5,1,198708,367634,12
2274,2,0,412802,156561,41
2275,9,2,34303,140603,14
2276,3,0,309469,257273,5
2277,0,2,437972,61760,84
2278,9,3,174892,229089,41
2279,7,2,435093,333820,89
2280,1,2,478361,217044,34
2281,2,1,28534,273918,81
2282,6,3,85224,87921,5
2283,1,3,71694,32220,77
2284,3,0,162371,18323,17
2285,6,2,246629,383709,42
2286,2,2,354562,55967,19
2287,1,1,54718,81826,78
2288,7,2,321193,265843,52
2289,1,1,447494,236002,47
2290,9,3,490122,226763,26
2291,6,2,59266,87018,87
2292,2,0,207663,222858,75
2293,3,1,383699,372431,0
2294,5,3,41451,243524,13
2295,2,1,265916,271493,31
2296,0,2,172070,269870,66
2297,7,3,399774,63325,9
2298,3,3,358479,17065,25
2299,0,0,131016,74617,73
2300,1,3,493118,213505,64
2301,5,2,448106,173496,49
2302,0,1,343542,60565,48
2303,8,3,431062,163699,31
2304,6,2,408188,387745,82
2305,7,0,270307,13785,64
2306,7,1,39955,286496,25
2307,5,0,358280,67975,68
2308,7,0,185490,367192,25
2309,6,3,192442,266180,64
2310,0,1,439404,179415,11
2311,2,3,39160,244913,35
2312,8,0,314697,108235,23
2313,7,2,318900,9513,41
2314,4,1,436202,364428,54
2315,0,0,364916,220789,54
2316,1,3,49103,310385,88
2317,9,0,311974,276559,7
2318,9,3,21980,232743,75
2319,8,2,493628,323472,60
2320,9,2,343860,250462,26
2321,7,3,358090,324268,75
2322,8,2,144992,103801,62
2323,1,2,111280,34911,31
2324,2,3,298019,89132,59
2325,2,3,365381,7205,34
2326,0,3,229091,207479,15
2327,1,0,252681,213705,35
2328,9,0,280271,216160,55
2329,4,0,40392,175710,29
2330,6,3,325404,192857,31
2331,5,1,275990,14543,78
2332,1,3,351038,77971,20
2333,7,0,99599,203445,55
2334,3,1,428271,176322,39
2335,1,0,192733,216664,53
2336,3,2,397934,60723,29
2337,7,0,221083,353154,88
2338,0,1,46292,325855,19
2339,8,2,130119,18569,73
2340,7,0,116961,219883,0
2341,7,3,259246,302034,73
2342,9,1,232462,381801,17
2343,8,3,347218,378577,56
2344,6,3,303654,57297,58
2345,8,0,102953,42375,12
2346,0,2,227922,307049,31
2347,0,1,146399,398461,85
2348,3,2,15584,199674,69
2349,1,1,122298,90817,32
2350,7,2,404031,259067,64
2351,0,1,389864,89419,2
2352,3,1,139940,17273,4
2353,8,0,267393,166809,11
2354,1,2,183494,247547,32
2355,5,0,62044,298260,26
2356,3,2,201080,269119,12
2357,3,3,380072,352534,74
2358,5,2,480436,30934,74
2359,9,0,124813,257824,35
2360,3,1,312748,209926,57
2361,8,2,16956,299083,63
2362,7,1,117897,44470,49
2363,7,2,116209,174613,50
2364,4,0,304229,169752,3
2365,5,3,126144,255358,43
2366,0,3,304355,141252,17
2367,0,3,364263,388624,17
2368,8,1,167420,110443,5
2369,3,0,60386,3142,58
2370,2,2,430621,32313,62
2371,4,0,434902,161876,42
2372,8,2,481330,371734,68
2373,8,3,21677,269643,74
2374,2,1,220231,273933,68
2375,6,3,283052,266900,8
2376,2,1,393195,86019,22
2377,2,0,319149,33698,10
2378,3,0,443086,362489,60
2379,1,1,29606,241606,78
2380,5,0,496307,331741,88
2381,4,3,198117,75760,16
2382,9,0,288405,100178,49
2383,9,1,420223,385527,52
2384,1,2,29574,108837,89
2385,9,0,436201,117607,13
2386,1,0,205755,5135,38
2387,1,3,445794,383424,54
2388,3,1,159966,169548,8
2389,2,3,199498,155717,62
2390,8,2,459532,49110,26
2391,4,2,351921,91169,34
2392,0,0,451813,105797,79
2393,1,0,147854,135682,59
2394,6,2,34672,35860,85
2395,7,0,485273,362421,29
2396,5,2,365120,167302,89
2397,6,3,439889,322571,38
2398,1,3,143795,227214,51
2399,5,3,218601,137497,57
2400,5,3,164676,195397,64
2401,3,0,88424,15373,75
2402,3,0,16423,216278,80
2403,1,1,67302,77682,88
2404,2,2,354595,60216,28
2405,9,2,175371,162353,57
2406,5,0,30230,148122,41
2407,3,1,420745,265358,27
2408,2,3,122627,398050,82
2409,0,2,267294,340803,9
2410,2,3,277314,108732,10
2411,0,0,459166,349891,73
2412,3,0,164458,2686,59
2413,3,1,31393,172373,29
2414,0,3,128632,147736,48
2415,6,2,110889,10148,70
2416,4,2,354836,166045,68
2417,0,0,235567,305780,59
2418,4,0,312827,219194,27
2419,6,3,442170,398975,19
2420,5,1,110481,134223,58
2421,9,3,392750,354914,11
2422,4,3,141067,29324,4
2423,7,2,172249,248512,29
2424,8,2,154346,243538,32
2425,0,1,234486,13569,9
2426,5,2,322619,119125,38
2427,1,1,317272,43921,75
2428,7,2,131647,213954,65
2429,4,1,47394,89543,59
2430,0,1,144015,118995,40
2431,4,0,189500,97872,68
2432,9,3,427254,298404,36
2433,4,3,67988,303656,77
2434,1,3,343093,380793,89
2435,3,2,203741,123946,7
2436,5,0,216491,223861,56
2437,0,1,105010,165287,66
2438,8,1,121317,350371,27
2439,6,1,19242,99916,13
2440,5,2,288570,56700,10
2441,0,3,389062,73041,28
2442,7,0,479988,143490,53
2443,7,1,45515,366122,75
2444,3,2,451092,230333,8
2445,3,1,148790,173755,35
2446,0,1,43533,253584,18
2447,8,1,443929,28755,6
2448,7,1,18685,23529,16
2449,9,0,99471,360466,47
2450,6,1,205872,14440,50
2451,1,1,271556,240510,86
2452,6,0,122139,291750,75
2453,3,0,54364,305920,70
2454,2,1,377703,144449,88
2455,9,0,84415,338784,77
2456,3,3,349697,224042,57
2457,9,0,430823,38982,88
2458,5,3,207625,281154,74
2459,6,0,307825,372404,74
2460,1,0,114505,276374,6
2461,6,1,14576,356808,61
2462,9,2,128551,127296,66
2463,1,2,269314,129374,14
2464,1,1,415645,251938,66
2465,0,2,221281,4471,52
2466,6,3,415476,162710,40
2467,0,3,431377,79565,16
2468,2,0,117550,8257,56
2469,7,2,159156,281629,43
2470,0,1,183436,73442,70
2471,5,3,253331,55830,74
2472,1,2,236144,364443,63
2473,8,1,38000,11897,19
2474,1,2,172409,371896,0
2475,5,0,490751,322653,84
2476,3,0,118575,5312,30
2477,8,0,436889,188001,16
2478,0,3,460369,90599,88
2479,0,2,480967,307705,40
2480,9,3,177118,248088,75
2481,2,3,175880,223061,27
2482,5,2,195324,211822,48
2483,2,2,192060,399944,89
2484,6,0,474161,253056,54
2485,8,2,256108,251778,7
2486,9,3,405977,25610,31
2487,1,2,21221,130130,50
2488,3,3,407642,162105,89
2489,2,1,30068,343904,68
2490,5,0,397869,132027,37
2491,4,2,232216,204662,76
2492,2,3,129861,119278,18
2493,8,3,240035,81780,5
2494,7,1,160669,241355,44
2495,2,1,135349,200079,69
2496,9,1,8877,392355,15
2497,4,0,410535,60892,53
2498,4,3,188606,99301,81
2499,4,1,38112,220937,31
2500,7,3,27383,111860,28
2501,2,0,71696,13281,51
2502,2,1,398699,277364,80
2503,7,2,451385,268311,68
2504,8,3,381319,377939,28
2505,4,0,203436,82036,2
2506,9,0,372168,188094,50
2507,7,2,162532,10564,67
2508,4,3,231894,37384,43
2509,3,1,196469,19966,24
2510,1,0,283843,292394,21
2511,3,0,321158,20103,41
2512,1,3,378660,201118,74
2513,6,0,473820,382835,7
2514,6,0,182214,113763,43
2515,8,0,359891,90399,52
2516,3,2,171169,280747,85
2517,4,0,496308,175624,66
2518,3,0,496358,382983,26
2519,3,2,145877,226203,10
2520,4,1,42238,248368,26
2521,2,0,411790,226028,6
2522,8,2,445258,101860,74
2523,6,2,170940,126204,56
2524,0,1,202416,280810,88
2525,0,3,75147,148316,38
2526,0,0,226697,219342,50
2527,2,0,482474,65706,79
2528,8,1,308098,253139,20
2529,7,2,337704,385802,89
2530,8,3,189804,296456,56
2531,4,2,203504,360605,50
2532,6,2,307513,176874,16
2533,9,1,417300,372330,30
2534,8,1,110586,180804,13
2535,4,3,71674,377676,86
2536,7,2,315022,296556,1
2537,7,0,152579,196592,89
2538,2,0,234113,399539,25
2539,4,2,381102,219639,21
2540,7,0,31478,247618,27
2541,9,2,285154,175074,5
2542,2,2,301496,192733,18
2543,2,3,155914,57828,55
2544,5,0,320664,265376,20
2545,6,3,222752,293202,41
2546,6,0,104709,375869,19
2547,5,1,409701,202536,78
2548,6,3,293758,122656,43
2549,6,0,299029,27628,30
2550,3,0,137316,312701,8
2551,7,0,76428,266088,49
2552,7,0,447566,156822,80
2553,1,2,476026,79979,82
2554,9,3,220122,23421,31
2555,4,0,380712,136767,73
2556,1,2,196700,257694,39
2557,2,3,436606,140039,51
2558,2,2,415930,42069,68
2559,4,1,197212,320041,76
2560,7,3,450712,309676,26
2561,2,2,256517,246751,1
2562,6,3,46942,152779,0
2563,4,0,499652,5839,7
2564,9,1,353506,165586,9
2565,9,1,388006,148207,68
2566,9,1,287126,86539,65
2567,3,2,346351,318930,40
2568,1,2,261551,10483,47
2569,5,2,88264,253571,80
2570,3,1,183451,93673,47
2571,3,3,206448,114518,32
2572,4,3,64809,258613,88
2573,8,2,124616,42618,68
2574,0,3,191143,272700,50
2575,4,2,286839,242629,63
2576,4,3,403485,331032,81
2577,1,3,196549,381372,22
2578,2,1,99940,65475,51
2579,3,3,464180,303304,81
2580,0,1,56450,204561,74
2581,9,0,306066,268049,42
2582,2,3,302376,326816,73
2583,0,3,64941,229324,9
2584,0,1,316872,182874,72
2585,8,1,147526,37248,76
2586,3,1,210349,244109,86
2587,3,0,50822,353555,0
2588,3,0,25936,353233,15
2589,8,0,178324,229140,18
2590,7,1,321335,285914,75
2591,3,0,283004,267909,4
2592,5,3,48251,258488,54
2593,1,3,456363,185207,61
2594,5,1,155675,342379,4
2595,0,2,160178,357701,6
2596,4,3,276468,364731,77
2597,7,0,491840,212234,32
2598,0,2,474440,253476,5
2599,1,3,180035,311781,81
2600,2,3,320490,252386,5
2601,6,3,211378,232044,50
2602,7,1,464603,201300,11
2603,3,2,489455,330037,74
2604,7,0,491592,170384,3
2605,0,3,459701,27471,76
2606,2,0,243141,166659,0
2607,3,1,386553,60509,51
2608,4,0,358477,26212,52
2609,8,2,405123,198811,13
2610,1,2,363504,365765,20
2611,6,0,189217,330073,30
2612,2,0,279460,365703,40
2613,9,1,443440,2227,56
2614,1,2,285078,355860,6
2615,8,3,390657,138817,60
2616,2,0,472812,140199,14
2617,7,2,340378,38480,8
2618,0,1,354047,146359,59
2619,4,3,11600,223864,55
2620,4,2,315760,319575,87
2621,5,1,273730,197822,14
2622,6,3,473304,359825,84
2623,2,2,152039,314237,87
2624,4,1,296611,317948,6
2625,7,0,60694,136905,23
2626,5,0,93249,270357,56
2627,1,1,434620,109005,86
2628,6,3,234372,80411,63
2629,2,2,244913,100742,24
2630,9,3,58147,123784,71
2631,8,2,233168,321942,33
2632,3,2,430562,266346,53
2633,3,3,396698,199583,85
2634,3,0,407886,20473,33
2635,9,0,164192,253315,27
2636,9,2,220005,21622,0
2637,7,0,49108,59673,36
2638,0,0,306697,177544,29
2639,2,0,22041,51715,24
2640,7,3,496764,382741,59
2641,6,1,327983,94296,1
2642,5,1,239489,388699,27
2643,6,0,25148,250207,47
2644,0,0,160783,268751,27
2645,7,3,199259,371288,86
2646,3,0,83984,297029,23
2647,0,2,373844,57320,71
2648,3,1,407291,107950,17
2649,1,2,401948,209566,19
2650,4,3,322275,336673,67
2651,0,0,452019,41397,7
2652,0,3,166851,70175,89
2653,4,3,373454,295469,55
2654,1,0,453760,252536,60
2655,8,2,35110,173678,38
2656,9,3,292604,286627,83
2657,6,0,118277,225943,17
2658,3,1,276318,294897,58
2659,6,1,212244,233668,17
2660,7,0,84916,116838,82
2661,7,1,488299,260773,41
2662,7,3,101257,399215,52
2663,4,0,206889,91525,32
2664,6,0,55372,324178,20
2665,6,3,357961,321163,70
2666,1,3,197317,339001,59
2667,2,0,400822,2409,13
2668,1,1,162921,289429,32
2669,2,2,309129,140596,3
2670,8,1,237659,19727,42
2671,6,1,260943,98909,1
2672,3,2,258654,374447,39
2673,7,3,301228,194006,49
2674,6,1,303063,129933,62
2675,9,0,365566,157176,48
2676,5,1,206301,23090,63
2677,3,3,457414,24672,49
2678,4,0,478655,2817,9
2679,9,3,397109,291342,84
2680,7,0,372166,270153,22
2681,2,3,410511,158890,36
2682,2,1,397886,347609,71
2683,4,3,170748,349503,9
2684,8,2,222077,178908,24
2685,4,1,103730,169051,32
2686,0,3,212449,225214,16
2687,4,1,76271,96149,23
2688,8,3,31902,107599,48
2689,6,3,184087,216287,29
2690,8,1,249564,141250,64
2691,9,0,338561,251801,80
2692,9,0,497159,181587,27
2693,4,3,232687,323219,12
2694,2,2,342075,246001,56
2695,1,2,443876,346473,59
2696,8,3,238141,92284,9
2697,4,3,248923,168285,64
2698,0,1,171603,345009,83
2699,1,2,306604,12288,6
2700,1,1,162913,297725,59
2701,3,0,225610,78252,62
2702,5,1,332825,64944,84
2703,7,3,90050,160659,25
2704,2,1,192794,122349,70
2705,9,1,387604,186615,37
2706,9,1,86386,189823,53
2707,5,3,14248,156661,44
2708,3,3,405349,67071,57
2709,7,2,414109,259412,40
2710,8,1,134434,148709,44
2711,8,0,235833,347955,33
2712,5,1,387322,129406,75
2713,1,0,115284,301790,75
2714,1,2,495676,5584,57
2715,9,1,461379,357116,78
2716,8,0,284601,259248,83
2717,4,1,48329,188693,9
2718,6,1,104826,66640,89
2719,5,2,32730,50379,16
2720,8,0,169375,369040,73
2721,4,0,191436,286159,60
2722,7,3,450447,52181,10
2723,3,0,118555,359074,16
2724,6,1,169600,345516,74
2725,8,2,215018,143191,14
2726,1,3,447177,125585,3
2727,8,3,52813,66502,88
2728,7,1,52930,297866,52
2729,9,2,95319,226832,46
2730,0,3,460470,205098,45
2731,9,2,209707,332090,28
2732,6,0,182025,107578,30
2733,4,3,401479,83752,72
2734,4,3,203605,11581,47
2735,6,2,90925,328826,55
2736,9,3,5025,288705,64
2737,3,0,341378,183606,2
2738,0,3,429083,225914,3
2739,5,1,120548,155392,18
2740,0,3,222465,19654,40
2741,0,1,12683,71237,21
2742,7,3,245595,291167,71
2743,3,3,209759,212367,24
2744,4,3,287688,227571,3
2745,9,2,36448,186179,52
2746,9,3,107285,344709,50
2747,0,3,499370,174637,77
2748,9,0,495100,108177,4
2749,6,0,120284,312693,49
2750,1,1,252779,290028,49
2751,5,2,17083,211339,58
2752,8,0,371870,1440,20
2753,1,0,279797,22470,78
2754,5,2,158363,366133,22
2755,4,1,223969,329671,80
2756,1,3,198010,93122,2
2757,8,3,443042,109224,49
2758,1,3,463920,73560,53
2759,0,0,265557,124187,15
2760,8,0,314667,118384,5
2761,8,2,170763,307722,40
2762,8,2,135585,206129,53
2763,7,3,18163,60248,9
2764,3,3,459695,1783,28
2765,8,3,348547,59333,58
2766,1,0,463447,364680,80
2767,0,3,371954,344356,45
2768,9,0,307566,15926,77
2769,6,3,289755,85794,11
2770,5,2,319605,61542,28
2771,2,2,396511,117739,77
2772,1,0,12625,135635,71
2773,7,3,258633,258862,48
2774,3,3,324996,230561,39
2775,5,2,107380,358437,80
2776,3,0,274128,209710,42
2777,8,2,347353,272994,86
2778,4,0,468869,178985,6
2779,5,0,120561,365313,11
2780,8,2,134005,85975,79
2781,5,1,216805,142673,12
2782,1,3,123530,240798,60
2783,0,0,436807,26581,46
2784,8,3,68260,93290,18
2785,1,3,496701,342660,2
2786,1,3,488334,53618,71
2787,3,3,304672,197330,39
2788,9,1,136479,348460,11
2789,9,1,182450,370429,30
2790,2,3,293142,298837,34
2791,6,2,178646,347061,83
2792,6,3,444847,23165,65
2793,2,0,15714,286455,26
2794,2,3,77892,169534,2
2795,8,1,422658,231578,47
2796,6,0,68764,311861,20
2797,2,0,53889,372758,51
2798,2,1,382657,344476,6
2799,2,1,322036,195181,50
2800,8,0,20869,380881,44
2801,7,1,185319,46720,45
2802,6,1,425895,41322,32
2803,7,3,180371,144116,35
2804,0,0,114291,209498,16
2805,8,1,474384,205852,5
2806,4,1,328091,355033,20
2807,4,0,396152,311082,37
2808,4,3,144662,2310,33
2809,8,1,135764,182630,48
2810,4,3,333941,185309,60
2811,1,3,174863,398890,57
2812,5,3,274844,235678,75
2813,6,2,406196,93390,11
2814,6,0,177760,217513,17
2815,6,2,288618,159084,61
2816,1,0,301568,280836,5
2817,5,3,489135,383114,76
2818,8,3,223461,89035,88
2819,0,3,10470,26870,47
2820,2,3,311949,363012,87
2821,5,3,419730,279936,10
2822,6,2,362439,231474,32
2823,1,3,213809,223692,20
2824,9,3,174081,383264,23
2825,7,3,179266,318234,54
2826,5,2,462095,134955,48
2827,8,1,293967,204643,83
2828,8,0,461758,232051,8
2829,8,0,496901,136145,37
2830,8,1,70830,103130,4
2831,1,1,201662,89548,40
2832,9,2,486099,15756,33
2833,9,0,357898,248192,73
2834,6,1,436530,39723,62
2835,4,1,102196,153983,16
2836,8,2,86999,356065,52
2837,0,2,62983,277609,35
2838,9,3,80240,305252,35
2839,6,1,279138,291659,12
2840,9,2,381079,271087,19
2841,4,0,184460,185603,50
2842,8,2,206978,212131,82
2843,6,0,466095,351645,85
2844,3,3,312147,269157,15
2845,7,1,74442,395087,5
2846,8,1,304746,320531,74
2847,8,2,492596,309228,9
2848,9,3,349962,351583,30
2849,3,1,278660,142486,17
2850,5,2,402214,129158,40
2851,3,2,39280,114907,46
2852,0,2,301732,44394,23
2853,5,2,258053,123009,79
2854,7,0,433799,136774,88
2855,5,3,392510,279529,88
