id,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquent_accounts
2063,644,3,1,59826,1
2064,518,4,5,129630,2
2065,393,9,7,199557,1
2066,457,10,6,191859,0
2067,333,2,5,22877,1
2068,715,9,1,135205,0
2069,805,5,1,143781,0
2070,789,3,4,3134,2
2071,823,8,2,165450,2
2072,532,9,6,172406,4
2073,898,1,4,59491,0
2074,406,5,5,23501,0
2075,492,9,4,164803,0
2076,767,11,4,131566,4
2077,821,2,6,120429,3
2078,578,1,1,27906,2
2079,427,8,1,167401,2
2080,640,6,6,89965,0
2081,358,2,2,34596,4
2082,481,3,3,150151,0
2083,885,5,3,175236,2
2084,813,1,6,44233,4
2085,542,2,6,154230,1
2086,527,11,4,37233,2
2087,859,1,2,181489,1
2088,817,11,2,166129,3
2089,854,7,5,129287,1
2090,444,7,1,170251,4
2091,426,10,7,28967,1
2092,634,5,6,83392,3
2093,707,10,7,105846,2
2094,420,6,6,186416,3
2095,584,3,6,77303,4
2096,541,11,6,2896,1
2097,377,2,5,151610,1
2098,869,10,3,59233,4
2099,749,9,2,143763,0
2100,769,2,7,84531,4
2101,480,1,3,154890,4
2102,881,9,1,152932,3
2103,564,8,1,196122,3
2104,594,8,6,164178,4
2105,546,7,7,25761,2
2106,723,9,1,168173,1
2107,358,11,3,4213,4
2108,757,3,7,119703,0
2109,310,8,2,116979,1
2110,646,1,7,30676,2
2111,304,1,5,12240,4
2112,669,11,2,123737,2
2113,757,6,2,146978,1
2114,544,8,4,99065,0
2115,548,8,2,86022,1
2116,734,10,5,152074,1
2117,719,1,4,21227,4
2118,404,11,2,117332,1
2119,541,1,4,1654,4
2120,571,9,7,197649,4
2121,818,9,2,65698,2
2122,343,7,1,119472,0
2123,325,1,1,119639,4
2124,480,10,2,191239,3
2125,727,2,7,14135,2
2126,567,8,4,199121,4
2127,879,8,5,87686,4
2128,450,11,1,86656,2
2129,899,5,4,65183,1
2130,394,2,5,141544,4
2131,681,3,4,38692,0
2132,814,5,2,28714,4
2133,727,3,1,173251,2
2134,724,10,1,192810,3
2135,498,1,1,54161,2
2136,307,6,2,87879,2
2137,626,5,5,45767,0
2138,893,3,5,27608,1
2139,320,9,6,100933,0
2140,845,10,6,155682,0
2141,554,8,7,135321,4
2142,732,7,1,17844,3
2143,804,11,6,83209,2
2144,326,2,7,196907,0
2145,819,10,5,162973,0
2146,829,5,6,60857,1
2147,799,5,6,1223,1
2148,532,6,1,3445,3
2149,695,6,5,123015,2
2150,606,3,7,83373,0
2151,809,11,1,177490,4
2152,723,4,5,31544,1
2153,449,1,4,98031,0
2154,691,11,1,192138,4
2155,789,1,6,137983,0
2156,346,5,7,111594,3
2157,611,4,7,144952,3
2158,438,7,7,45835,4
2159,704,7,6,157338,1
2160,313,4,1,6479,3
2161,818,10,6,124728,1
2162,850,2,3,113568,4
2163,484,10,1,4386,4
2164,414,4,5,54853,0
2165,409,8,7,153280,4
2166,876,2,4,39933,0
2167,580,5,4,150924,1
2168,842,7,5,187314,0
2169,385,10,2,161893,1
2170,437,6,7,66291,3
2171,765,9,6,92540,1
2172,376,2,1,183539,2
2173,436,4,7,21309,0
2174,396,7,4,179790,3
2175,830,8,5,44575,1
2176,308,5,4,50890,4
2177,382,5,7,170065,0
2178,346,4,7,104055,1
2179,811,9,7,97800,3
2180,729,10,7,57948,4
2181,389,4,4,68754,0
2182,812,3,7,146741,3
2183,713,9,5,139987,4
2184,812,7,3,187767,2
2185,376,9,4,110735,4
2186,380,4,4,198482,0
2187,853,3,2,32577,2
2188,501,10,3,140598,1
2189,746,8,2,170827,2
2190,406,4,5,100482,2
2191,591,10,7,196311,2
2192,611,3,7,83549,4
2193,898,4,6,164920,2
2194,816,2,7,34677,2
2195,898,11,1,173481,1
2196,725,4,5,167910,2
2197,714,7,3,94082,4
2198,434,3,6,104733,3
2199,818,1,5,152534,3
2200,663,10,3,64319,4
2201,683,8,6,84899,4
2202,331,6,2,136847,2
2203,839,3,4,61739,4
2204,786,8,5,1729,2
2205,664,6,7,94411,0
2206,563,1,5,176043,1
2207,441,9,6,97446,1
2208,329,11,4,8905,1
2209,429,9,5,53172,0
2210,369,9,7,182544,1
2211,418,6,5,72868,2
2212,626,6,6,37032,3
2213,369,4,1,185832,1
2214,507,8,6,112178,1
2215,390,9,6,184132,2
2216,419,7,6,20427,2
2217,506,7,1,134262,1
2218,705,2,7,126121,4
2219,846,2,4,77297,0
2220,423,10,2,151960,3
2221,411,11,5,122994,3
2222,506,2,6,30725,0
2223,685,4,5,91034,1
2224,446,9,2,129041,1
2225,431,5,5,45259,1
2226,403,2,2,68500,1
2227,852,4,4,63943,1
2228,867,7,4,124296,3
2229,541,5,2,33678,1
2230,630,11,2,28848,2
2231,448,8,3,133416,4
2232,468,1,1,164537,1
2233,856,5,7,102041,2
2234,383,4,1,44567,3
2235,819,3,6,107325,2
2236,406,7,5,174984,0
2237,564,10,5,154477,0
2238,330,11,2,98114,2
2239,846,1,6,28973,1
2240,546,6,2,22302,1
2241,829,8,1,47897,1
2242,323,2,6,38173,2
2243,797,6,6,188007,0
2244,603,11,5,160022,0
2245,697,1,7,38560,3
2246,702,6,1,70249,0
2247,615,6,4,160396,0
2248,577,5,1,110846,4
2249,841,7,1,78524,0
2250,442,5,2,159348,2
2251,709,8,5,125530,1
2252,655,2,7,12740,2
2253,823,6,4,148759,1
2254,502,5,1,116206,1
2255,549,10,1,30598,3
2256,402,2,2,119718,0
2257,767,11,6,190356,3
2258,334,7,3,98335,1
2259,623,4,5,89255,4
2260,831,6,5,175910,4
2261,858,5,5,115767,3
2262,895,4,1,80131,3
2263,567,2,1,64915,0
2264,352,7,1,74830,3
2265,317,5,6,124608,3
2266,403,3,3,128117,2
2267,451,6,1,66108,3
2268,713,8,5,36218,3
2269,383,11,6,75683,2
2270,607,10,5,153370,1
2271,450,10,2,26315,1
2272,848,2,3,193673,2
2273,678,11,4,179391,0
2274,757,10,1,168389,3
2275,652,4,7,34330,0
2276,675,3,4,22394,4
2277,507,7,1,101003,0
2278,861,10,3,89314,3
2279,759,8,3,108220,1
2280,703,8,5,197306,3
2281,858,4,3,162653,3
2282,829,10,6,125313,3
2283,784,2,6,16010,0
2284,421,6,7,149798,1
2285,419,3,4,183119,1
2286,550,8,4,193899,0
2287,598,3,3,138300,0
2288,346,2,4,32234,0
2289,896,9,6,119788,4
2290,598,9,1,85202,4
2291,818,9,2,1374,3
2292,544,3,7,101626,4
2293,517,2,6,161656,0
2294,643,4,5,94985,0
2295,613,2,2,92667,0
2296,589,8,4,26499,1
2297,496,10,5,141104,1
2298,877,1,7,31089,4
2299,715,2,2,127952,2
2300,605,6,2,38491,2
2301,777,9,4,84971,0
2302,835,10,5,146941,1
2303,519,5,6,111406,3
2304,653,5,6,146085,4
2305,534,3,5,68083,1
2306,605,8,2,177010,0
2307,409,6,5,174468,0
2308,613,10,7,192676,2
2309,312,2,6,3364,0
2310,466,5,5,146946,0
2311,352,4,1,172438,3
2312,485,11,4,122171,4
2313,575,10,6,8821,3
2314,746,9,4,5614,2
2315,651,4,1,105334,1
2316,309,8,7,174482,2
2317,709,1,7,27121,0
2318,446,5,2,98794,4
2319,776,9,3,178100,0
2320,727,3,6,7758,4
2321,787,11,2,155923,4
2322,829,6,1,122909,4
2323,676,11,5,196745,1
2324,411,10,1,65960,2
2325,883,6,4,78541,1
2326,514,11,5,44864,1
2327,809,6,2,36026,1
2328,810,4,5,94976,3
2329,888,7,4,76052,3
2330,325,3,1,126209,3
2331,492,6,7,163253,1
2332,402,10,2,172965,0
2333,504,5,3,132439,3
2334,710,3,7,117571,3
2335,350,2,3,170148,1
2336,430,1,1,154985,2
2337,642,8,2,169916,0
2338,877,1,7,92885,4
2339,699,5,7,24309,4
2340,501,5,2,188044,0
2341,599,1,5,119401,1
2342,445,9,7,60908,2
2343,761,5,6,127821,2
2344,803,9,1,69737,4
2345,450,11,5,84840,2
2346,615,6,1,12285,4
2347,498,7,4,76816,3
2348,728,7,1,50304,1
2349,602,2,5,185877,2
2350,797,5,2,24901,1
2351,404,2,1,90096,3
2352,309,4,7,13220,0
2353,326,3,2,47692,0
2354,626,11,4,141334,0
2355,794,6,3,40241,4
2356,426,11,3,70326,4
2357,415,5,5,37866,0
2358,470,1,1,156032,3
2359,511,2,4,165899,4
2360,488,7,4,184082,0
2361,789,9,2,46051,1
2362,686,1,6,144085,0
2363,429,4,7,10633,0
2364,322,11,5,101570,1
2365,478,3,4,150704,4
2366,700,11,1,54641,1
2367,804,5,4,172546,4
2368,710,5,3,108096,3
2369,831,10,5,41754,4
2370,628,10,2,67371,2
2371,770,11,7,195683,4
2372,719,2,1,77056,2
2373,711,5,3,198615,4
2374,328,4,4,141030,1
2375,544,1,5,99736,4
2376,843,1,5,25975,0
2377,359,1,1,130894,4
2378,438,8,2,104425,1
2379,656,3,3,34096,1
2380,511,9,6,87650,4
2381,438,10,2,27347,4
2382,667,2,7,48486,4
2383,785,9,7,68148,3
2384,792,11,1,95285,2
2385,635,9,1,161075,4
2386,477,4,3,31882,4
2387,812,4,5,185469,2
2388,412,4,5,3004,0
2389,582,1,3,106073,3
2390,415,5,2,154080,3
2391,843,6,7,187943,0
2392,340,4,3,85930,2
2393,466,8,6,10800,2
2394,520,3,5,53270,1
2395,612,11,2,181007,2
2396,645,9,4,99665,3
2397,770,7,2,48874,1
2398,430,8,7,37958,4
2399,347,7,5,172108,4
2400,433,9,1,37229,4
2401,818,2,2,16289,1
2402,855,4,7,11321,3
2403,616,2,2,99297,2
2404,737,8,1,153184,1
2405,734,2,5,11652,3
2406,385,8,4,150506,2
2407,347,6,4,87179,0
2408,789,7,7,5712,3
2409,723,11,3,10560,0
2410,686,6,4,107331,4
2411,539,9,4,54413,4
2412,750,4,2,77874,3
2413,557,1,3,89123,0
2414,343,9,4,56016,1
2415,467,10,2,23909,2
2416,490,8,3,32816,4
2417,861,1,2,91772,4
2418,575,10,1,153698,4
2419,668,6,5,21946,4
2420,605,10,5,139528,3
2421,404,4,5,58859,3
2422,720,11,4,64968,0
2423,648,2,5,138452,1
2424,618,3,5,91283,0
2425,719,9,3,47464,1
2426,356,5,7,100773,3
2427,539,7,3,166013,4
2428,726,2,6,146119,0
2429,876,8,3,38434,1
2430,439,3,4,104204,2
2431,361,1,7,198782,1
2432,451,8,6,47311,0
2433,429,11,6,105935,3
2434,730,11,5,40869,4
2435,739,9,4,92509,2
2436,511,8,7,140961,0
2437,699,1,7,133846,3
2438,840,7,4,22750,1
2439,481,7,4,143475,3
2440,350,4,4,168903,3
2441,825,8,4,58275,4
2442,649,5,4,29910,0
2443,357,4,6,126933,3
2444,718,5,5,185832,1
2445,436,11,3,89664,1
2446,336,2,6,4603,4
2447,793,4,2,151800,3
2448,658,10,7,92541,1
2449,384,8,2,126041,1
2450,838,7,2,30600,4
2451,643,8,7,72449,3
2452,470,7,1,41986,4
2453,319,7,3,21155,3
2454,602,11,5,125321,1
2455,496,7,4,40510,0
2456,626,2,2,47541,1
2457,875,3,7,191643,0
2458,855,1,3,68059,3
2459,311,2,5,134436,3
2460,660,10,2,57753,2
2461,595,6,3,104656,3
2462,702,2,7,71590,3
2463,737,1,6,99239,2
2464,674,8,5,70501,0
2465,799,9,7,38849,3
2466,725,7,6,2773,4
2467,343,3,3,184161,3
2468,408,1,4,119578,3
2469,397,4,3,155992,1
2470,744,10,3,66178,3
2471,380,11,1,81648,3
2472,517,3,4,25503,4
2473,448,11,6,138178,2
2474,375,3,3,59090,2
2475,891,2,4,141838,2
2476,863,11,3,103744,1
2477,362,10,7,53753,3
2478,895,3,4,158747,0
2479,693,11,5,37284,0
2480,802,5,7,144069,4
2481,666,4,2,53004,1
2482,777,1,1,83511,1
2483,554,1,2,198300,3
2484,358,1,3,182387,0
2485,819,10,3,144056,1
2486,688,9,5,25984,4
2487,887,9,3,199990,0
2488,725,9,6,88320,1
2489,889,10,4,75132,3
2490,801,4,6,130145,3
2491,823,4,2,88895,3
2492,579,10,7,117171,3
2493,344,7,3,65176,0
2494,864,3,5,186382,0
2495,480,10,1,142386,1
2496,700,3,6,91976,4
2497,673,4,2,68120,2
2498,533,11,5,73949,2
2499,485,6,5,18126,3
2500,374,1,2,144102,1
2501,890,11,5,192690,2
2502,532,3,7,128631,2
2503,467,5,7,141127,2
2504,834,11,1,21366,2
2505,706,4,1,86966,2
2506,529,8,3,31214,1
2507,592,9,4,37452,2
2508,699,8,3,46351,2
2509,337,11,4,131885,1
2510,531,11,2,96459,0
2511,467,9,5,109646,0
2512,584,8,3,69373,0
2513,402,10,5,135500,2
2514,444,1,3,89964,1
2515,665,7,3,134265,0
2516,452,9,1,20722,3
2517,721,1,4,134238,3
2518,618,10,2,51678,1
2519,784,1,7,189679,2
2520,382,10,5,174331,0
2521,832,2,3,151874,2
2522,587,5,5,61380,0
2523,788,8,1,20096,4
2524,567,8,7,65626,4
2525,378,10,2,182010,2
2526,675,4,4,104292,3
2527,896,7,4,175441,2
2528,891,7,3,45006,0
2529,450,9,7,50387,2
2530,314,9,2,145961,2
2531,400,3,4,119022,0
2532,687,11,2,149530,3
2533,334,8,5,111942,4
2534,650,5,1,79240,0
2535,582,5,2,165583,2
2536,824,8,2,83925,1
2537,464,6,7,9204,2
2538,727,10,4,196977,2
2539,557,10,6,188248,1
2540,742,1,3,87821,2
2541,419,4,7,168443,1
2542,368,9,3,36028,2
2543,573,5,6,128245,3
2544,859,4,6,59327,4
2545,621,11,7,8814,3
2546,661,10,6,30445,0
2547,869,1,5,60303,0
2548,889,9,4,76956,2
2549,798,8,4,76490,0
2550,503,3,1,182512,0
2551,805,9,3,75744,2
2552,408,1,4,85073,2
2553,564,4,6,16168,4
2554,687,5,5,103886,1
2555,715,4,7,185723,2
2556,867,4,1,103789,4
2557,611,9,3,34375,3
2558,551,5,3,99086,0
2559,883,1,3,29794,1
2560,687,7,1,3836,3
2561,502,6,7,193548,2
2562,409,9,7,146163,3
2563,381,4,5,165606,4
2564,895,10,7,13790,2
2565,492,6,5,48700,2
2566,438,10,4,197707,1
2567,520,7,4,172462,4
2568,488,4,3,182974,0
2569,639,9,6,62292,3
2570,777,1,2,152125,1
2571,721,1,4,34161,1
2572,496,3,5,26169,2
2573,885,9,3,93993,3
2574,497,5,5,75613,1
2575,623,1,3,4052,2
2576,559,5,1,173536,2
2577,498,6,4,184974,4
2578,436,4,6,2777,2
2579,645,7,1,89853,0
2580,799,11,4,196050,4
2581,474,3,6,144701,4
2582,788,5,6,188571,0
2583,768,6,6,138892,0
2584,615,7,5,13499,1
2585,679,10,5,66029,1
2586,741,2,2,198192,0
2587,432,5,5,75084,1
2588,326,7,3,106906,0
2589,556,7,2,170036,0
2590,862,3,3,142014,2
2591,655,8,2,76437,1
2592,535,1,3,4681,4
2593,658,4,2,140800,4
2594,570,3,4,183692,1
2595,848,4,6,107646,1
2596,809,11,4,10947,1
2597,738,9,2,115251,1
2598,887,11,1,44955,2
2599,770,8,7,104142,0
2600,610,11,2,85482,1
2601,516,4,1,48438,1
2602,611,8,6,171567,0
2603,529,1,3,170371,0
2604,639,8,2,49382,0
2605,794,10,1,10433,3
2606,463,2,6,53984,4
2607,415,6,2,3899,1
2608,370,6,4,156607,2
2609,352,3,4,61099,2
2610,896,5,2,55902,0
2611,641,2,2,197285,2
2612,887,11,5,117967,4
2613,631,8,6,170601,1
2614,378,8,7,174020,2
2615,406,5,4,73283,4
2616,381,7,3,187699,4
2617,501,8,2,139876,3
2618,691,11,5,128182,3
2619,529,4,7,68185,2
2620,319,2,6,167248,4
2621,622,5,2,129350,0
2622,767,7,4,44380,3
2623,609,4,1,163335,4
2624,771,4,6,96701,3
2625,891,4,1,81002,1
2626,373,9,4,58872,4
2627,735,9,3,88516,4
2628,761,11,6,8542,1
2629,449,10,5,166259,3
2630,614,8,2,156582,1
2631,549,11,2,37941,2
2632,573,8,7,68271,0
2633,781,7,2,111632,3
2634,381,1,5,195817,4
2635,531,8,5,178332,2
2636,330,11,4,2148,3
2637,383,11,5,172863,0
2638,341,4,2,32343,4
2639,550,1,6,80082,1
2640,809,1,7,43483,0
2641,686,3,2,175793,3
2642,896,3,5,89615,4
2643,565,10,5,92072,3
2644,882,1,7,78437,0
2645,321,8,4,130097,4
2646,706,4,1,189082,0
2647,375,4,5,66540,3
2648,786,6,1,71455,4
2649,650,9,3,85711,4
2650,539,9,7,161404,4
2651,350,8,1,162081,3
2652,775,1,5,145584,2
2653,894,10,2,73109,3
2654,824,10,2,194178,1
2655,456,2,5,48262,2
2656,498,3,4,153995,3
2657,730,11,6,94441,1
2658,417,5,5,128991,0
2659,374,5,5,93820,1
2660,666,10,6,172093,4
2661,477,8,4,55284,2
2662,407,2,4,159994,3
2663,778,2,3,161613,3
2664,392,8,3,135138,4
2665,399,1,3,83946,2
2666,480,9,4,30605,2
2667,395,2,1,135142,4
2668,531,5,5,195300,2
2669,550,3,7,55994,4
2670,878,5,3,159278,1
2671,318,8,7,46326,4
2672,586,8,1,170509,3
2673,506,6,5,91545,0
2674,610,9,6,62961,1
2675,402,7,6,77644,3
2676,458,2,6,144226,1
2677,862,1,7,126417,3
2678,677,8,1,161553,2
2679,523,1,6,98001,4
2680,391,8,2,116910,3
2681,475,9,2,30107,3
2682,409,1,6,44224,2
2683,478,7,7,10725,0
2684,752,5,5,89103,0
2685,374,8,1,54945,4
2686,882,4,1,42751,2
2687,791,2,6,81551,1
2688,402,7,4,92164,3
2689,340,7,7,134156,4
2690,734,8,3,52706,0
2691,633,9,7,143867,1
2692,579,6,5,199289,2
2693,841,3,1,93419,3
2694,805,5,3,4722,3
2695,542,3,6,28902,0
2696,863,10,5,134108,0
2697,868,9,1,4157,4
2698,378,5,6,164379,3
2699,736,7,2,66322,3
2700,760,10,1,12917,3
2701,496,7,2,44419,3
2702,330,7,6,8555,1
2703,329,10,2,156023,2
2704,412,4,4,182182,1
2705,689,4,6,32382,2
2706,575,3,6,104756,1
2707,519,4,4,16350,4
2708,575,9,3,129452,2
2709,311,5,5,124474,3
2710,792,6,3,52369,2
2711,896,4,7,66763,3
2712,348,1,4,57645,4
2713,309,7,3,148460,2
2714,560,7,5,50303,0
2715,619,6,5,191684,3
2716,485,4,1,143593,2
2717,528,10,3,102381,1
2718,320,8,4,187657,2
2719,315,8,1,32947,3
2720,779,1,3,93437,0
2721,305,9,6,70507,0
2722,597,8,5,133076,1
2723,558,2,4,63320,4
2724,339,9,6,9002,0
2725,575,4,3,102964,4
2726,818,10,5,105793,3
2727,810,6,5,147547,2
2728,607,2,6,60080,4
2729,832,10,3,52779,3
2730,779,4,3,5708,3
2731,713,2,4,72623,3
2732,822,9,1,89737,1
2733,764,9,5,154912,1
2734,708,5,1,45452,4
2735,349,3,1,19309,3
2736,344,3,5,137774,4
2737,570,1,3,125072,0
2738,574,8,5,141390,4
2739,722,3,6,66763,2
2740,334,4,1,90220,3
2741,803,2,4,168483,4
2742,787,8,5,93098,1
2743,443,3,7,135800,2
2744,492,11,4,104532,4
2745,846,2,3,195752,4
2746,477,1,3,180556,4
2747,617,10,6,144030,1
2748,690,2,4,21099,4
2749,450,2,7,71057,0
2750,746,4,4,163733,0
2751,840,11,5,85041,0
2752,449,1,3,155719,4
2753,507,1,4,50494,2
2754,648,6,2,23928,1
2755,561,5,5,44891,0
2756,712,1,5,54469,0
2757,388,6,2,79463,2
2758,557,8,7,31207,0
2759,791,5,3,180034,1
2760,847,3,4,175453,2
2761,395,3,4,197069,3
2762,703,11,3,104136,1
2763,738,2,7,63852,1
2764,336,9,2,97691,4
2765,780,9,2,79963,3
2766,479,7,7,69710,3
2767,624,1,2,26313,2
2768,881,1,5,144924,0
2769,705,4,7,107358,3
2770,768,2,4,18410,2
2771,570,3,1,56101,3
2772,653,2,5,22023,1
2773,858,1,5,115433,3
2774,764,3,4,100407,0
2775,663,7,3,137016,2
2776,368,10,7,139036,0
2777,607,9,7,9587,4
2778,722,10,6,177516,0
2779,813,9,4,162079,0
2780,518,8,3,57655,2
2781,344,6,4,174566,1
2782,532,1,5,196007,3
2783,666,8,7,173076,3
2784,421,8,6,52131,2
2785,794,9,7,114043,2
2786,876,10,2,32028,1
2787,448,11,5,101168,1
2788,775,6,5,125687,4
2789,878,3,1,142538,3
2790,649,6,5,152900,3
2791,870,8,5,184325,4
2792,414,7,5,161469,2
2793,536,8,6,127387,3
2794,346,3,1,144744,0
2795,573,8,3,71676,2
2796,412,5,6,14999,2
2797,844,7,6,124370,1
2798,698,4,7,80314,4
2799,591,3,7,149935,2
2800,615,6,7,16108,1
2801,461,9,7,147422,0
2802,389,4,7,159583,0
2803,350,9,1,43972,3
2804,723,3,2,38454,4
2805,705,6,3,69766,4
2806,443,5,7,156790,1
2807,827,9,6,166689,3
2808,432,6,6,136092,4
2809,798,2,1,42004,3
2810,689,4,2,17834,1
2811,469,5,7,133331,3
2812,841,11,2,136849,2
2813,459,11,4,123080,2
2814,711,9,7,41343,2
2815,883,1,4,96525,2
2816,683,9,6,28927,0
2817,484,10,6,150452,0
2818,513,1,5,29250,4
2819,393,1,3,45448,0
2820,869,4,1,113786,3
2821,518,6,5,193069,3
2822,518,2,3,12224,0
2823,312,1,6,84414,3
2824,722,4,4,92184,4
2825,722,8,1,13304,1
2826,785,6,2,193660,0
2827,676,5,2,2578,2
2828,707,1,5,182459,3
2829,418,3,5,27315,3
2830,570,7,1,108511,1
2831,396,10,2,24377,4
2832,346,3,7,28541,3
2833,472,5,7,98342,2
2834,646,6,5,18943,1
2835,536,9,2,175018,3
2836,842,11,4,139960,2
2837,512,3,5,190926,3
2838,571,6,6,135928,2
2839,706,11,7,90752,1
2840,377,2,3,168367,4
2841,852,9,5,49638,0
2842,445,9,4,6819,0
2843,311,7,1,103172,4
2844,528,11,7,41072,3
2845,640,9,2,112065,1
2846,463,4,7,193085,2
2847,681,10,6,130076,1
2848,881,1,1,160292,4
2849,721,1,7,189318,3
2850,737,2,5,93272,3
2851,362,10,3,178967,4
2852,545,11,1,88659,1
2853,349,3,7,141765,0
2854,533,2,3,131382,1
2855,827,4,5,100118,3
2856,815,8,7,145450,3
2857,581,3,3,185289,4
2858,519,4,3,146727,1
2859,647,2,4,65121,0
2860,663,1,7,78053,1
2861,862,8,1,128376,3
2862,341,7,5,133395,1
2863,722,10,4,91116,3
2864,434,2,3,49989,3
2865,558,8,4,75986,2
2866,490,10,4,199642,0
2867,555,3,3,23974,4
2868,793,7,5,31717,0
2869,372,1,7,130062,1
2870,373,3,2,181423,2
2871,881,9,4,68241,3
2872,700,4,1,29517,0
2873,378,1,3,127025,3
2874,547,11,2,85763,3
2875,486,6,4,167036,2
2876,855,1,3,164099,0
2877,769,10,3,68669,2
2878,878,1,4,3578,3
2879,755,2,7,178779,0
2880,575,3,6,190107,3
2881,478,2,6,165653,3
2882,428,8,1,7551,0
2883,678,6,3,166467,4
2884,414,1,3,196756,2
2885,621,6,4,131764,1
2886,688,1,2,54768,3
2887,763,9,3,69116,2
2888,501,3,7,195583,2
2889,846,1,3,56390,0
2890,708,1,4,131751,0
2891,451,2,6,136004,0
2892,704,6,3,8113,2
2893,790,1,7,168091,0
2894,461,7,4,181099,1
2895,446,11,1,84074,2
2896,711,4,4,95092,0
2897,555,7,7,50684,3
2898,669,4,6,1887,2
2899,590,11,2,118613,4
2900,639,4,3,150888,4
2901,375,4,1,102901,2
2902,868,10,3,156467,2
2903,839,10,3,179723,4
2904,804,8,7,137597,3
2905,620,2,6,192651,3
2906,606,8,4,196116,3
2907,646,10,3,65143,1
2908,692,11,6,97254,1
2909,498,1,1,125257,3
2910,481,7,7,21990,4
2911,539,7,6,98113,1
2912,365,6,6,180138,0
2913,470,4,6,173243,1
2914,892,5,7,59270,4
2915,464,1,5,20056,4
2916,362,2,6,70568,2
2917,654,10,3,66369,4
2918,350,7,6,189760,3
2919,883,2,4,110578,4
2920,342,8,2,111927,1
2921,620,7,3,187227,1
2922,617,10,6,158349,1
2923,515,8,6,139497,4
2924,490,4,4,162845,3
2925,789,1,3,21230,3
2926,389,7,5,17679,2
2927,721,1,5,41492,0
2928,790,7,1,82845,3
2929,862,9,5,123072,1
2930,553,5,7,61092,2
2931,406,2,7,136555,3
2932,593,11,4,163922,3
2933,810,1,5,110575,0
2934,535,8,4,23417,0
2935,797,4,3,98447,0
2936,655,8,1,22834,3
2937,603,2,6,134047,3
2938,831,3,6,136204,1
2939,791,3,6,73934,4
2940,883,4,1,5278,0
2941,416,9,6,48395,1
2942,666,9,5,74461,1
2943,758,5,7,145905,2
2944,419,7,6,136237,1
2945,512,9,6,58580,0
2946,482,1,2,83383,4
2947,638,2,7,120925,1
2948,777,6,5,46246,3
2949,793,3,6,165769,3
2950,530,11,2,183110,1
2951,663,11,5,172513,0
2952,745,7,4,41439,4
2953,783,5,4,74454,4
2954,545,10,6,70447,0
2955,524,8,6,47970,3
2956,456,1,2,5412,3
2957,664,9,1,34485,2
2958,485,11,2,18041,1
2959,794,10,3,2212,1
2960,484,6,1,72971,3
2961,686,5,2,126150,1
2962,579,8,7,198365,0
2963,781,4,7,171742,4
2964,564,9,3,6536,2
2965,651,5,3,119166,0
2966,888,1,7,146343,0
2967,381,8,6,72108,0
2968,480,9,7,92342,1
2969,641,5,5,94085,4
2970,495,5,6,191863,2
2971,359,6,2,187293,3
2972,450,9,7,55631,0
2973,360,5,4,93124,0
2974,727,2,7,45635,0
2975,630,3,6,137197,3
2976,338,11,5,49260,1
2977,552,10,6,38861,1
2978,532,3,6,88512,4
2979,653,9,7,31299,1
2980,469,8,1,146920,1
2981,516,6,7,98037,2
2982,647,5,7,132154,2
2983,825,10,7,21146,1
2984,710,2,4,117088,2
2985,827,9,3,97590,4
2986,825,10,1,149114,1
2987,542,8,7,14599,2
2988,307,5,7,186374,3
2989,582,6,5,51489,2
2990,851,9,6,90060,2
2991,879,1,3,48257,3
2992,465,4,6,81431,4
2993,502,5,3,31586,3
2994,663,9,3,12416,4
2995,451,5,4,75421,3
2996,724,5,5,136399,4
2997,860,3,5,125024,4
2998,768,8,6,20640,0
2999,709,7,7,92964,0
3000,814,8,4,30059,2
3001,550,4,5,113542,3
3002,376,8,3,142943,4
3003,721,10,3,132935,0
3004,684,4,6,116937,2
3005,678,1,3,178775,2
3006,527,4,5,43178,2
3007,417,5,2,186128,0
3008,566,10,1,64427,1
3009,534,8,2,139433,2
3010,467,10,4,180218,1
3011,821,6,2,184126,1
3012,636,11,7,161280,1
3013,626,10,6,71342,2
3014,658,5,2,47594,4
3015,747,3,7,10686,1
3016,833,4,6,48342,0
3017,396,6,4,83287,0
3018,849,6,2,53245,1
3019,555,6,1,17737,1
3020,741,2,5,190981,1
3021,708,11,7,97675,0
3022,384,8,4,186101,3
3023,716,8,2,83248,4
3024,848,6,3,43453,3
3025,801,4,3,172995,0
3026,397,2,4,155472,0
3027,841,6,3,12021,2
3028,802,6,1,133558,3
3029,750,10,7,139679,1
3030,490,3,2,152191,1
3031,500,2,1,149193,0
3032,621,4,1,112786,2
3033,557,8,5,40660,3
3034,454,5,2,38611,2
3035,786,3,4,92414,4
3036,527,5,3,171131,2
3037,816,9,7,3668,4
3038,810,11,5,136310,3
3039,373,8,1,55223,1
3040,664,10,3,136238,4
3041,323,7,2,32030,1
3042,762,4,1,1637,2
3043,780,2,1,3641,2
3044,388,9,2,123920,3
3045,833,3,4,111481,1
3046,599,6,5,9962,3
3047,343,7,2,97611,4
3048,336,3,3,161911,2
3049,818,3,3,137874,2
3050,773,3,1,120062,2
3051,579,3,7,8638,2
3052,760,3,6,179830,2
3053,468,7,5,184240,4
3054,369,5,4,103014,4
3055,512,4,4,92765,3
3056,882,6,6,86157,0
3057,371,8,3,154972,2
3058,479,2,4,115769,2
3059,507,3,7,138061,0
