id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
2557,49,Male,Master,Salaried,69249,8590,60,Education,Rented,4
2558,33,Male,Master,Self-Employed,54247,121726,36,Car,Rented,1
2559,38,Female,High School,Business,221234,92542,24,Personal,Owned,1
2560,22,Male,High School,Salaried,46408,18570,60,Education,Mortgaged,0
2561,49,Male,Diploma,Self-Employed,96313,14533,24,Car,Mortgaged,5
2562,41,Female,High School,Self-Employed,221755,130890,12,Home,Mortgaged,1
2563,35,Female,Master,Self-Employed,25443,149438,60,Education,Rented,2
2564,47,Male,Bachelor,Business,150270,118819,24,Car,Owned,1
2565,51,Female,Bachelor,Business,151151,81368,36,Education,Rented,0
2566,35,Male,Diploma,Self-Employed,116818,39798,36,Home,Owned,3
2567,43,Female,Bachelor,Business,189417,27849,12,Home,Mortgaged,2
2568,44,Female,High School,Business,163973,142229,48,Education,Mortgaged,3
2569,64,Female,High School,Salaried,218831,116972,60,Home,Mortgaged,2
2570,33,Female,High School,Self-Employed,193804,34030,36,Car,Owned,5
2571,42,Male,High School,Self-Employed,230376,131026,36,Education,Mortgaged,5
2572,63,Female,Diploma,Business,168579,125398,12,Education,Owned,5
2573,57,Female,Bachelor,Self-Employed,101785,70729,36,Home,Rented,0
2574,53,Female,Master,Self-Employed,146691,13164,60,Car,Mortgaged,1
2575,23,Male,Bachelor,Self-Employed,55391,6119,12,Education,Rented,3
2576,39,Male,High School,Business,54171,18351,24,Education,Rented,3
2577,43,Female,Master,Business,202802,77076,12,Home,Owned,1
2578,49,Female,Diploma,Business,135019,50162,60,Home,Rented,0
2579,50,Female,High School,Salaried,27485,36760,60,Car,Owned,1
2580,59,Female,High School,Self-Employed,147628,94074,24,Car,Owned,4
2581,64,Female,Master,Salaried,130104,124567,12,Home,Rented,4
2582,45,Female,Diploma,Business,135427,34738,60,Car,Owned,5
2583,57,Male,Master,Salaried,246392,51921,60,Personal,Owned,4
2584,28,Female,Diploma,Self-Employed,110153,127448,24,Personal,Owned,3
2585,62,Female,High School,Self-Employed,57748,66068,48,Home,Rented,5
2586,36,Female,Bachelor,Business,154950,28581,12,Education,Owned,3
2587,28,Female,High School,Business,153021,100672,60,Home,Mortgaged,0
2588,21,Female,Bachelor,Salaried,236452,26485,36,Home,Rented,2
2589,64,Female,Bachelor,Business,171953,41294,24,Home,Rented,1
2590,25,Male,Diploma,Salaried,202378,58001,48,Education,Owned,2
2591,23,Male,Master,Self-Employed,107150,137706,48,Personal,Rented,3
2592,21,Male,Diploma,Self-Employed,109364,48969,24,Car,Mortgaged,1
2593,24,Male,High School,Self-Employed,135925,5093,48,Personal,Rented,3
2594,60,Male,Master,Self-Employed,29958,33370,60,Car,Rented,0
2595,55,Male,Bachelor,Self-Employed,210257,24750,48,Car,Rented,5
2596,52,Female,Bachelor,Salaried,159769,21472,12,Home,Owned,1
2597,62,Female,High School,Self-Employed,107160,23934,36,Home,Mortgaged,3
2598,54,Female,Master,Salaried,35493,44125,60,Car,Mortgaged,4
2599,63,Female,High School,Self-Employed,193873,44103,24,Education,Mortgaged,4
2600,45,Female,High School,Salaried,41199,93705,36,Education,Rented,3
2601,30,Female,Diploma,Salaried,216864,61543,60,Education,Mortgaged,2
2602,41,Male,High School,Salaried,185560,82492,36,Education,Owned,5
2603,59,Female,Master,Business,50493,63024,48,Home,Rented,0
2604,47,Male,High School,Salaried,131545,31207,24,Personal,Owned,0
2605,47,Male,Master,Salaried,69002,54354,24,Personal,Rented,3
2606,22,Female,Bachelor,Self-Employed,43731,53960,12,Car,Owned,0
2607,61,Female,High School,Salaried,158148,66262,48,Education,Rented,1
2608,33,Female,Master,Salaried,21071,102155,12,Home,Owned,0
2609,29,Female,Bachelor,Business,119926,149475,12,Home,Mortgaged,4
2610,56,Female,Master,Self-Employed,147872,149137,48,Home,Rented,3
2611,42,Female,Bachelor,Business,218674,113182,60,Car,Rented,1
2612,62,Female,Diploma,Business,242253,104132,12,Home,Owned,0
2613,46,Male,High School,Business,61410,77706,36,Car,Owned,4
2614,32,Female,High School,Salaried,205399,34968,60,Car,Owned,5
2615,37,Female,Bachelor,Business,114948,47517,48,Car,Rented,2
2616,34,Male,Diploma,Business,212144,134282,24,Car,Owned,0
2617,34,Female,Master,Self-Employed,248443,50984,60,Home,Mortgaged,4
2618,54,Female,Diploma,Self-Employed,61041,147121,12,Home,Owned,5
2619,40,Male,Master,Self-Employed,143616,77321,36,Personal,Owned,5
2620,31,Female,Master,Self-Employed,73326,126854,48,Home,Owned,4
2621,36,Female,High School,Business,189621,140727,24,Education,Mortgaged,4
2622,51,Female,Bachelor,Self-Employed,73096,95638,36,Education,Owned,4
2623,26,Female,High School,Salaried,206650,73972,24,Car,Owned,2
2624,39,Female,High School,Business,197462,26432,48,Car,Rented,3
2625,57,Female,High School,Self-Employed,197124,70896,60,Car,Rented,4
2626,24,Male,Master,Business,63167,110035,12,Personal,Owned,3
2627,24,Female,High School,Self-Employed,205659,18750,48,Car,Rented,5
2628,40,Female,Master,Business,81292,32987,36,Personal,Owned,2
2629,30,Male,Bachelor,Self-Employed,243186,107995,60,Car,Owned,5
2630,44,Male,Master,Salaried,95419,31165,24,Education,Mortgaged,2
2631,55,Female,Master,Self-Employed,193211,29346,60,Car,Owned,5
2632,46,Male,Diploma,Business,107753,8514,60,Home,Rented,1
2633,57,Female,High School,Business,161779,29838,36,Car,Rented,1
2634,58,Female,High School,Salaried,164212,32559,12,Home,Rented,4
2635,41,Male,High School,Business,31093,106223,60,Home,Rented,3
2636,60,Female,High School,Salaried,233108,64207,60,Home,Owned,5
2637,59,Female,Diploma,Business,124089,21385,12,Home,Mortgaged,2
2638,41,Male,Diploma,Business,92043,136465,12,Personal,Mortgaged,0
2639,30,Male,Diploma,Salaried,249194,29881,24,Personal,Owned,1
2640,58,Male,Diploma,Business,144534,116761,24,Car,Rented,1
2641,24,Male,High School,Business,156902,63308,12,Car,Mortgaged,5
2642,40,Female,Master,Salaried,181680,115515,48,Personal,Mortgaged,0
2643,37,Male,Bachelor,Self-Employed,122865,77031,12,Car,Owned,3
2644,27,Male,Diploma,Salaried,144678,110257,24,Car,Rented,3
2645,24,Male,Master,Business,67287,91973,36,Personal,Mortgaged,3
2646,49,Male,Diploma,Self-Employed,241119,64596,36,Personal,Owned,4
2647,34,Male,High School,Self-Employed,53427,137785,60,Car,Mortgaged,4
2648,23,Female,High School,Self-Employed,235114,25428,36,Personal,Mortgaged,5
2649,44,Male,Master,Salaried,179467,67160,24,Education,Rented,0
2650,57,Female,Master,Self-Employed,149849,85729,36,Home,Rented,5
2651,36,Male,Master,Self-Employed,129839,65843,48,Home,Mortgaged,2
2652,24,Male,High School,Self-Employed,112662,85169,12,Education,Rented,0
2653,44,Male,High School,Business,246074,99764,12,Education,Mortgaged,2
2654,54,Male,Bachelor,Salaried,37970,31730,24,Car,Mortgaged,0
2655,50,Male,Master,Salaried,90218,119082,60,Car,Mortgaged,4
2656,38,Male,Bachelor,Business,227547,77981,12,Home,Owned,3
2657,39,Male,Diploma,Self-Employed,94362,70573,36,Car,Rented,1
2658,51,Male,Bachelor,Business,174443,36076,48,Home,Rented,0
2659,39,Female,Diploma,Business,246554,131283,60,Car,Mortgaged,0
2660,39,Male,Diploma,Self-Employed,240967,30094,60,Car,Rented,1
2661,42,Female,Bachelor,Self-Employed,170338,15555,60,Home,Mortgaged,0
2662,44,Male,Master,Salaried,170267,75656,12,Education,Rented,3
2663,32,Female,Diploma,Self-Employed,130949,133061,60,Education,Rented,5
2664,50,Male,Master,Business,146895,126432,24,Car,Mortgaged,1
2665,58,Male,High School,Business,47315,140787,36,Education,Rented,1
2666,51,Male,Diploma,Self-Employed,103804,135694,48,Car,Mortgaged,3
2667,56,Female,High School,Salaried,226318,39162,36,Personal,Owned,3
2668,39,Female,Bachelor,Business,61581,106173,24,Personal,Mortgaged,1
2669,56,Female,Master,Self-Employed,196609,102858,24,Personal,Rented,3
2670,50,Female,Bachelor,Salaried,230769,106980,36,Education,Owned,5
2671,53,Male,Diploma,Salaried,117357,131652,12,Education,Owned,3
2672,38,Male,High School,Business,139761,43458,24,Home,Mortgaged,5
2673,48,Male,Diploma,Business,226337,109122,60,Education,Owned,3
2674,31,Female,Bachelor,Salaried,133984,103538,48,Car,Mortgaged,1
2675,53,Male,Master,Salaried,112449,139212,48,Home,Rented,0
2676,37,Female,Master,Salaried,173256,116201,24,Education,Mortgaged,2
2677,26,Female,Diploma,Self-Employed,174351,92008,60,Home,Owned,1
2678,24,Female,Diploma,Business,177642,16377,36,Education,Mortgaged,2
2679,40,Female,High School,Salaried,150522,88031,48,Car,Mortgaged,3
2680,47,Female,Bachelor,Business,63030,129403,60,Personal,Rented,3
2681,35,Male,Diploma,Business,82245,62487,60,Personal,Mortgaged,0
2682,26,Female,High School,Business,206539,72639,12,Car,Rented,3
2683,34,Female,Diploma,Salaried,55133,95731,24,Home,Owned,2
2684,31,Male,Master,Self-Employed,229803,129766,60,Personal,Owned,1
2685,59,Female,High School,Salaried,194877,108429,36,Education,Mortgaged,1
2686,29,Female,High School,Business,63998,138993,48,Education,Mortgaged,5
2687,46,Male,Diploma,Salaried,168310,135904,12,Home,Owned,0
2688,36,Male,Bachelor,Salaried,232160,75270,36,Home,Owned,2
2689,25,Male,Master,Business,219336,90293,48,Car,Owned,3
2690,30,Female,Bachelor,Business,135603,35328,24,Personal,Mortgaged,4
2691,23,Male,High School,Salaried,68245,28138,36,Home,Owned,0
2692,33,Male,Bachelor,Salaried,43557,148166,48,Personal,Mortgaged,0
2693,63,Male,High School,Salaried,90474,14028,12,Personal,Owned,4
2694,50,Female,Bachelor,Salaried,247810,48819,48,Education,Owned,1
2695,26,Male,Diploma,Self-Employed,216739,93627,60,Home,Mortgaged,5
2696,37,Female,Bachelor,Salaried,111228,10312,12,Car,Rented,1
2697,39,Female,High School,Self-Employed,236585,30973,36,Home,Mortgaged,1
2698,62,Male,Master,Business,85074,107126,24,Personal,Rented,4
2699,55,Female,Master,Self-Employed,78204,49390,12,Education,Mortgaged,3
2700,46,Female,Master,Business,249669,54956,12,Home,Rented,3
2701,25,Male,High School,Self-Employed,243872,104379,12,Home,Rented,5
2702,49,Female,Bachelor,Business,176647,19063,48,Home,Rented,5
2703,57,Male,Master,Salaried,231335,99306,60,Car,Mortgaged,2
2704,40,Female,Master,Self-Employed,227096,98196,24,Car,Mortgaged,2
2705,41,Female,Master,Self-Employed,171141,14605,24,Car,Mortgaged,1
2706,30,Male,Diploma,Business,175472,101185,60,Car,Rented,4
2707,25,Male,High School,Business,175218,107756,48,Education,Rented,5
2708,56,Female,High School,Self-Employed,26846,121351,48,Education,Mortgaged,0
2709,26,Female,High School,Business,191424,77964,60,Car,Mortgaged,3
2710,46,Male,High School,Salaried,43694,7420,60,Personal,Owned,4
2711,24,Female,High School,Self-Employed,41740,89448,36,Car,Owned,5
2712,59,Female,Diploma,Salaried,200510,94897,48,Car,Owned,2
2713,59,Female,Bachelor,Self-Employed,50996,32728,12,Personal,Owned,5
2714,55,Female,Diploma,Salaried,83874,129826,24,Home,Owned,3
2715,21,Male,Master,Self-Employed,117661,62858,48,Personal,Mortgaged,5
2716,44,Male,Diploma,Business,126945,111716,60,Personal,Rented,3
2717,56,Male,High School,Self-Employed,210754,81992,12,Education,Rented,4
2718,26,Male,Diploma,Salaried,195272,104259,36,Home,Mortgaged,5
2719,61,Male,High School,Self-Employed,42970,121185,36,Personal,Mortgaged,5
2720,64,Male,Diploma,Salaried,161967,105282,12,Car,Mortgaged,2
2721,51,Female,High School,Salaried,189143,148747,12,Personal,Owned,4
2722,40,Male,Master,Salaried,203340,102677,60,Education,Owned,0
2723,44,Female,High School,Business,173330,65049,60,Personal,Owned,3
2724,45,Female,Diploma,Self-Employed,108890,45213,24,Car,Mortgaged,4
2725,56,Female,Master,Salaried,247249,9284,24,Home,Mortgaged,4
2726,41,Male,Diploma,Business,77300,22585,36,Education,Rented,0
2727,50,Female,Master,Salaried,81915,100131,12,Home,Mortgaged,4
2728,44,Male,Bachelor,Self-Employed,159516,12131,36,Education,Owned,3
2729,64,Female,Bachelor,Business,95147,48382,60,Car,Rented,1
2730,62,Female,Bachelor,Salaried,96064,92081,48,Education,Mortgaged,1
2731,50,Male,Diploma,Salaried,86535,58441,60,Home,Rented,2
2732,42,Female,Diploma,Salaried,23760,84220,48,Home,Rented,0
2733,48,Female,Master,Self-Employed,187956,17651,12,Personal,Mortgaged,2
2734,27,Female,Master,Business,122715,137737,12,Home,Owned,1
2735,55,Female,Master,Business,145491,11918,12,Personal,Owned,0
2736,48,Male,Master,Business,238549,28007,24,Home,Rented,4
2737,34,Female,High School,Salaried,177094,30035,24,Personal,Mortgaged,4
2738,30,Female,Bachelor,Business,205576,94352,48,Car,Mortgaged,3
2739,36,Male,High School,Salaried,150992,81749,36,Personal,Owned,5
2740,36,Female,High School,Self-Employed,194202,119049,36,Home,Mortgaged,1
2741,51,Female,High School,Business,194953,93148,48,Car,Mortgaged,4
2742,62,Female,High School,Salaried,82399,27211,24,Education,Rented,0
2743,45,Female,Bachelor,Business,187523,31866,60,Home,Mortgaged,5
2744,33,Male,High School,Business,202485,12344,48,Personal,Mortgaged,5
2745,26,Female,Master,Self-Employed,243129,73737,36,Education,Mortgaged,4
2746,64,Male,Diploma,Business,82278,75288,48,Personal,Owned,2
2747,29,Female,Master,Self-Employed,133286,67546,48,Education,Owned,2
2748,56,Female,Diploma,Business,180711,112879,12,Car,Rented,2
2749,63,Female,Master,Business,185693,15327,24,Home,Owned,5
2750,40,Male,Master,Business,248057,32608,12,Car,Owned,2
2751,38,Female,Diploma,Business,164151,93534,24,Home,Owned,2
2752,63,Female,Bachelor,Business,157967,121209,48,Education,Owned,5
2753,41,Male,High School,Business,113515,23007,24,Car,Rented,3
2754,24,Male,Master,Self-Employed,72142,30257,36,Home,Mortgaged,2
2755,53,Male,Bachelor,Self-Employed,147157,90054,12,Education,Mortgaged,3
2756,47,Male,High School,Salaried,163624,34784,48,Car,Mortgaged,3
2757,27,Female,Bachelor,Business,112930,49221,36,Car,Rented,4
2758,26,Female,Bachelor,Self-Employed,199893,26378,24,Car,Owned,5
2759,35,Female,High School,Business,117812,9696,24,Car,Rented,0
2760,38,Female,Master,Business,184702,98531,36,Personal,Rented,2
2761,52,Male,Bachelor,Self-Employed,90063,39635,24,Education,Rented,0
2762,31,Female,Master,Business,150990,131489,12,Personal,Mortgaged,1
2763,40,Female,Master,Self-Employed,32247,63543,60,Education,Owned,3
2764,44,Female,Master,Self-Employed,37603,16817,24,Education,Mortgaged,1
2765,35,Female,High School,Salaried,122099,60258,48,Education,Rented,3
2766,27,Male,Diploma,Salaried,196636,136240,24,Home,Rented,2
2767,41,Female,Master,Salaried,20527,127475,48,Education,Mortgaged,1
2768,62,Female,Diploma,Salaried,207593,70199,24,Car,Mortgaged,5
2769,46,Female,Diploma,Business,219530,69948,24,Personal,Mortgaged,4
2770,64,Male,Bachelor,Business,25849,62782,48,Car,Owned,1
2771,34,Male,Master,Salaried,246908,85759,12,Car,Mortgaged,3
2772,57,Female,Master,Self-Employed,244388,66599,60,Personal,Owned,5
2773,41,Female,Master,Self-Employed,70314,21291,60,Car,Owned,3
2774,38,Female,Diploma,Self-Employed,196796,113945,12,Home,Mortgaged,0
2775,25,Male,High School,Self-Employed,244748,92057,24,Car,Rented,1
2776,23,Female,Diploma,Business,37230,95251,60,Car,Rented,4
2777,43,Female,Master,Self-Employed,112229,92154,12,Personal,Owned,2
2778,46,Female,Master,Self-Employed,92495,99535,12,Car,Owned,0
2779,57,Male,Master,Salaried,121390,6573,60,Personal,Owned,1
2780,44,Female,Diploma,Self-Employed,193802,13577,48,Education,Rented,0
2781,39,Female,Master,Business,236275,144784,36,Education,Owned,1
2782,45,Male,Bachelor,Self-Employed,111937,34948,48,Home,Owned,2
2783,41,Male,Master,Self-Employed,133723,82700,24,Personal,Rented,2
2784,32,Female,High School,Business,23323,10217,48,Personal,Mortgaged,4
2785,61,Male,Bachelor,Salaried,151517,65178,36,Personal,Rented,0
2786,53,Female,Master,Business,102945,90062,36,Home,Mortgaged,4
2787,24,Male,Bachelor,Salaried,161035,101806,12,Home,Mortgaged,1
2788,62,Male,Master,Self-Employed,201583,114657,24,Car,Owned,2
2789,27,Female,High School,Salaried,140801,72035,12,Personal,Owned,2
2790,42,Female,Master,Salaried,166509,98075,48,Home,Mortgaged,3
2791,53,Female,Bachelor,Salaried,167927,145741,48,Education,Owned,3
2792,37,Male,High School,Self-Employed,101947,26629,60,Education,Mortgaged,4
2793,44,Female,Diploma,Salaried,161919,96282,12,Personal,Owned,0
2794,54,Female,High School,Salaried,154308,51007,12,Education,Rented,1
2795,48,Female,High School,Self-Employed,81897,7039,12,Car,Mortgaged,4
2796,63,Female,High School,Business,138636,111615,12,Car,Mortgaged,2
2797,61,Female,Bachelor,Business,33487,8857,36,Personal,Owned,2
2798,59,Male,High School,Business,97384,96432,60,Home,Rented,2
2799,42,Female,Master,Self-Employed,213495,85977,24,Home,Owned,1
2800,37,Female,High School,Self-Employed,33155,17735,24,Home,Rented,4
2801,54,Male,High School,Business,31255,51051,24,Home,Owned,1
2802,26,Female,Master,Salaried,140860,129822,36,Personal,Mortgaged,5
2803,26,Female,Master,Business,153051,57693,60,Car,Rented,2
2804,54,Female,Diploma,Self-Employed,145596,112942,60,Personal,Rented,3
2805,21,Female,High School,Salaried,172377,74152,36,Personal,Owned,4
2806,30,Female,Bachelor,Salaried,94543,85919,12,Education,Rented,3
2807,41,Male,High School,Self-Employed,55094,34756,48,Car,Owned,4
2808,25,Male,High School,Salaried,186170,139966,12,Home,Rented,2
2809,22,Male,Master,Business,240638,121412,24,Car,Owned,3
2810,42,Female,Diploma,Self-Employed,184842,109531,12,Education,Owned,3
2811,22,Male,High School,Self-Employed,29734,58214,36,Personal,Owned,4
2812,30,Female,Bachelor,Self-Employed,223056,74817,24,Car,Mortgaged,5
2813,54,Female,High School,Self-Employed,59605,68862,48,Education,Rented,5
2814,36,Female,Bachelor,Salaried,97932,118084,24,Personal,Mortgaged,3
2815,59,Male,Master,Self-Employed,206691,33333,12,Home,Mortgaged,3
2816,42,Male,Diploma,Self-Employed,144109,129361,60,Car,Mortgaged,2
2817,32,Male,High School,Salaried,47881,102330,60,Home,Mortgaged,4
2818,44,Female,Diploma,Self-Employed,214473,44288,60,Home,Rented,4
2819,60,Male,High School,Salaried,182249,83588,24,Education,Rented,0
2820,58,Female,Bachelor,Salaried,60122,120784,60,Education,Mortgaged,4
2821,30,Male,Diploma,Self-Employed,55297,37175,36,Personal,Rented,2
2822,55,Male,High School,Business,131513,13915,48,Home,Rented,3
2823,52,Female,Master,Self-Employed,56680,86658,60,Education,Owned,0
2824,27,Female,Bachelor,Business,103452,114735,36,Education,Rented,3
2825,41,Male,Diploma,Salaried,71044,77454,36,Home,Mortgaged,4
2826,40,Male,High School,Business,247847,100973,24,Personal,Rented,1
2827,46,Male,Diploma,Self-Employed,195156,116342,24,Home,Mortgaged,3
2828,24,Female,High School,Self-Employed,185261,18805,48,Personal,Rented,5
2829,42,Female,Bachelor,Business,164582,59716,48,Personal,Mortgaged,4
2830,35,Male,Master,Self-Employed,110502,138943,12,Education,Rented,5
2831,60,Male,Bachelor,Business,42152,107793,48,Home,Rented,2
2832,41,Female,Diploma,Salaried,104738,42375,24,Home,Rented,5
2833,35,Male,Diploma,Business,177517,115415,36,Education,Mortgaged,4
2834,42,Female,High School,Business,227760,10834,12,Car,Owned,0
2835,48,Female,Bachelor,Business,222225,47680,48,Car,Mortgaged,5
2836,34,Female,High School,Business,152267,133802,36,Home,Rented,1
2837,47,Female,Bachelor,Salaried,124533,8399,24,Education,Mortgaged,1
2838,61,Female,Diploma,Salaried,211021,110908,60,Personal,Rented,1
2839,60,Female,High School,Salaried,45433,81493,12,Personal,Rented,5
2840,48,Male,High School,Business,156377,111035,36,Home,Owned,2
2841,46,Female,Bachelor,Salaried,209932,131766,24,Education,Rented,1
2842,22,Female,Master,Self-Employed,224685,97674,24,Home,Rented,3
2843,45,Male,Bachelor,Salaried,68648,86344,12,Home,Rented,2
2844,23,Female,Master,Business,214162,98779,12,Education,Owned,4
2845,28,Male,Bachelor,Self-Employed,247993,16809,48,Home,Mortgaged,0
2846,64,Female,Diploma,Business,62113,135306,48,Personal,Owned,2
2847,53,Male,High School,Self-Employed,123504,64151,12,Car,Mortgaged,0
2848,62,Male,Bachelor,Business,150431,89661,12,Personal,Rented,2
2849,55,Female,Diploma,Business,193714,61632,36,Car,Mortgaged,4
2850,26,Female,Bachelor,Self-Employed,53062,124847,48,Education,Mortgaged,0
2851,59,Female,High School,Salaried,91633,71533,24,Home,Mortgaged,2
2852,43,Female,Bachelor,Self-Employed,61604,118459,48,Car,Mortgaged,0
2853,45,Male,Master,Self-Employed,157750,76889,48,Education,Rented,1
2854,63,Male,High School,Self-Employed,52121,89239,12,Education,Owned,1
2855,39,Male,Master,Self-Employed,199575,106511,12,Education,Mortgaged,5
2856,25,Female,Diploma,Self-Employed,145015,62942,48,Personal,Rented,1
2857,31,Male,Diploma,Business,106940,14275,60,Personal,Rented,3
2858,32,Female,Bachelor,Business,222351,24965,60,Car,Rented,1
2859,30,Female,Master,Salaried,36494,102955,48,Car,Rented,1
2860,28,Male,Master,Salaried,195257,119178,60,Personal,Mortgaged,4
2861,44,Female,High School,Self-Employed,160750,94086,48,Car,Owned,0
2862,48,Male,Master,Salaried,188704,31878,12,Car,Rented,0
2863,61,Female,Master,Salaried,66235,130664,12,Home,Owned,1
2864,56,Male,High School,Self-Employed,152720,118174,12,Car,Owned,0
2865,57,Female,High School,Business,101213,69746,24,Education,Owned,2
2866,41,Male,Master,Business,239373,104458,12,Home,Rented,5
2867,28,Male,Bachelor,Salaried,218989,133684,12,Car,Rented,1
2868,29,Female,High School,Business,36489,44935,48,Home,Rented,5
2869,35,Female,High School,Business,97281,37784,60,Education,Owned,1
2870,60,Male,Master,Salaried,156890,44865,60,Car,Rented,3
2871,38,Female,Master,Self-Employed,128190,102081,12,Home,Rented,5
2872,62,Female,High School,Salaried,144613,83701,12,Car,Owned,2
2873,40,Female,Master,Salaried,184221,16654,12,Home,Rented,1
2874,26,Male,High School,Salaried,178384,22830,48,Home,Mortgaged,1
2875,32,Male,Bachelor,Self-Employed,188196,47425,48,Education,Mortgaged,0
2876,22,Female,Bachelor,Self-Employed,124222,82355,48,Education,Mortgaged,1
2877,27,Female,High School,Self-Employed,21316,113039,60,Car,Mortgaged,5
2878,36,Male,High School,Self-Employed,222062,143024,24,Personal,Owned,5
2879,23,Female,Diploma,Salaried,80046,52405,60,Car,Rented,1
2880,23,Male,Diploma,Business,98643,10391,48,Home,Mortgaged,1
2881,47,Female,Master,Salaried,220682,20091,36,Education,Mortgaged,1
2882,63,Female,Master,Self-Employed,237796,35237,24,Education,Rented,3
2883,60,Female,High School,Business,117504,118268,12,Home,Owned,2
2884,58,Male,High School,Salaried,135594,63353,60,Personal,Mortgaged,5
2885,53,Male,Diploma,Business,84042,79500,24,Education,Rented,3
2886,48,Male,Diploma,Self-Employed,148295,117780,36,Personal,Rented,0
2887,21,Male,High School,Business,174174,31968,24,Education,Mortgaged,4
2888,28,Female,Bachelor,Business,134430,130401,60,Home,Mortgaged,1
2889,57,Female,Bachelor,Self-Employed,145782,33285,48,Car,Rented,5
2890,52,Male,Master,Business,183029,108507,12,Car,Rented,0
2891,63,Female,High School,Salaried,163944,20430,48,Personal,Mortgaged,5
2892,57,Female,High School,Business,70094,145105,48,Car,Mortgaged,4
2893,24,Male,Master,Salaried,67719,23256,60,Home,Mortgaged,1
2894,50,Female,Diploma,Business,224957,126946,48,Car,Mortgaged,5
2895,26,Female,Diploma,Business,141103,36188,48,Personal,Owned,1
2896,39,Male,Bachelor,Self-Employed,148826,60134,60,Home,Rented,4
2897,52,Female,High School,Self-Employed,170765,57657,60,Home,Mortgaged,3
2898,29,Female,Diploma,Salaried,70478,41088,36,Education,Rented,4
2899,32,Female,Bachelor,Self-Employed,249235,55106,48,Education,Mortgaged,4
2900,31,Male,Bachelor,Self-Employed,63677,137667,24,Car,Owned,5
2901,36,Male,Bachelor,Self-Employed,211084,72824,12,Personal,Rented,2
2902,21,Female,Diploma,Self-Employed,161832,110149,12,Home,Owned,1
2903,41,Female,Diploma,Self-Employed,31584,99547,60,Car,Rented,5
2904,50,Female,High School,Salaried,22106,126624,60,Car,Owned,1
2905,33,Male,High School,Salaried,164741,22878,36,Education,Mortgaged,3
2906,54,Male,Bachelor,Self-Employed,45223,65690,48,Car,Mortgaged,3
2907,24,Male,Bachelor,Self-Employed,211738,82838,60,Car,Owned,2
2908,48,Female,Diploma,Salaried,55706,113484,60,Education,Mortgaged,2
2909,58,Female,Diploma,Business,219091,136279,12,Car,Owned,2
2910,51,Female,High School,Salaried,212657,6083,48,Car,Owned,3
2911,47,Female,High School,Business,178554,8311,36,Home,Rented,4
2912,25,Female,Master,Self-Employed,80369,28135,60,Car,Owned,5
2913,45,Male,High School,Self-Employed,185215,62109,60,Education,Rented,1
2914,23,Female,Diploma,Salaried,175312,66354,60,Education,Owned,1
2915,53,Female,Bachelor,Self-Employed,30015,111892,12,Home,Rented,5
2916,24,Female,Master,Business,102164,67233,60,Education,Rented,0
2917,45,Male,High School,Business,214095,94468,60,Education,Mortgaged,3
2918,40,Female,High School,Salaried,71500,56588,12,Education,Rented,3
2919,54,Male,Diploma,Business,83925,36716,60,Car,Rented,2
2920,46,Male,Master,Salaried,110979,132558,48,Home,Owned,5
2921,25,Male,High School,Salaried,116355,83255,48,Personal,Rented,0
2922,55,Male,Bachelor,Business,231668,132326,12,Home,Mortgaged,0
2923,48,Male,Diploma,Business,244045,126921,48,Home,Owned,3
2924,49,Female,Master,Business,200703,98481,36,Home,Rented,2
2925,29,Female,High School,Business,227262,140091,60,Personal,Owned,1
2926,58,Male,High School,Business,214724,80018,36,Personal,Owned,2
2927,26,Male,Master,Business,202159,51873,48,Education,Owned,1
2928,39,Male,Diploma,Business,230861,135241,12,Car,Owned,3
2929,64,Female,Master,Self-Employed,74909,145967,12,Education,Owned,2
2930,31,Female,Master,Salaried,31565,99672,36,Education,Rented,0
2931,22,Male,Diploma,Salaried,47597,52672,48,Personal,Owned,5
2932,64,Female,High School,Business,244376,11121,60,Education,Owned,4
2933,64,Female,Bachelor,Salaried,85623,104332,48,Education,Mortgaged,0
2934,29,Male,Diploma,Business,160504,87445,48,Personal,Mortgaged,5
2935,41,Male,Bachelor,Self-Employed,94300,72863,12,Home,Owned,1
2936,44,Female,High School,Salaried,216786,54987,24,Home,Rented,3
2937,54,Female,Master,Salaried,111837,105787,60,Personal,Mortgaged,2
2938,42,Female,Bachelor,Self-Employed,69314,133215,60,Car,Mortgaged,3
2939,23,Male,High School,Self-Employed,61965,102083,12,Education,Owned,3
2940,32,Male,High School,Self-Employed,117449,36688,48,Home,Rented,1
2941,48,Male,Master,Salaried,235340,113034,12,Personal,Rented,3
2942,50,Female,Master,Salaried,87957,113406,48,Car,Mortgaged,2
2943,46,Female,High School,Self-Employed,194787,12304,24,Education,Mortgaged,0
2944,41,Male,High School,Self-Employed,204522,140121,24,Personal,Mortgaged,3
2945,48,Female,Bachelor,Self-Employed,237134,19947,36,Personal,Mortgaged,2
2946,46,Male,High School,Self-Employed,212974,14495,48,Personal,Mortgaged,2
2947,53,Female,High School,Self-Employed,48317,29707,12,Education,Owned,1
2948,41,Male,Bachelor,Business,139191,49544,12,Home,Owned,3
2949,55,Female,Diploma,Self-Employed,86753,105770,12,Education,Owned,1
2950,54,Female,Bachelor,Business,55242,19987,36,Education,Mortgaged,0
